Name,Dept.,Rating,Difficulty,Would-Take-Again,Link
"Hibbeler, Lance",ME,2.7,3.4,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1619743
"Freeney, Kevin",Biology,5,2,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1756510
"McWhorter, Sara",ENGL,3.8,4.3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1425808
"Flowers, Katherine",ENGL,3.8,3.5,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1726025
"Naidu, Shawna",Biology,4.8,3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1345816
"Cook, Lucas",CS,4.8,3.5,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1508919
"Van Der Donk, Wilfred",CHEM,4,3.4,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=449713
"Jacobson, Jessica",FR,5,1,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1267919
"Ofori, Ed",Kinesiology,4.5,3.3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=852252
"Dahlquist, Mark",ENGL,4,2.7,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=504170
"Rudy, Gwen",ENGL,3.9,1.7,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=801860
"Peiper, Chad",CS,2.5,4.1,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=601804
"Levine, Bruce",HIST,4.4,1.9,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1010874
"Huang, David",EDUC,4,1.3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1120383
"McQuiston, Erin",ENGL,4,2.8,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=892316
"Hackbarth, Vicky",SPAN,2.2,2.6,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1228793
"O'Neil, John",ENGL,2.5,2,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1445424
"Innes, Kelly",ENGL,3.4,3.5,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1221712
"Watson, Duane",PSYC,3.3,5,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1078832
"Griffin, Pete",MUS,4.9,2.4,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=122991
"Ramsbottom, John",HIST,3.8,2.9,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=155027
"Ridgway, Franklin",ENGL,4.4,2.2,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=654541
"Simeone, Christopher",ENGL,3.8,3.3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=526441
"Jackson, James",FIN,2,3.5,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1050368
"Mintel, Richard",Biology,4.6,2.2,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=862689
"Zaki, Mohammad",MATH,2.1,3.6,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=449317
"Scheuer, Christina",ENGL,4.5,2.1,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1020764
"Campbell, Scott",ENGL,3.6,2.4,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=211567
"Syer, Katherine",MUS,3.5,4,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=290308
"Prescott, Anne",MUS,3,1.6,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1123587
"Kim, Eugene",PSYC,4.7,2.5,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=506450
"Pittenger, Miriam",Classics,3.8,2.8,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=401071
"Olivar, Jordi",Languages,3.6,3.1,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=361187
"Ono, Kent",Humanities,3.2,2.4,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=274847
"Pike, Joel",Accounting,1.5,4.4,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=810167
"Unnevehr, Laurian",Agriculture,3.6,1.6,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=772895
"Zhu, Judy",MATH,2.8,3.7,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=556568
"Dunn, W.E.",ENG,4.1,2.3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=600901
"Spanierman, Lisa",PSYC,5,1.8,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1145191
"Chiarenza, Anna",Languages,4.6,1.4,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=308540
"Chupp, Elizabeth",CMN,4.8,2.8,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1398627
"Mylander, Jennifer",ENGL,3.4,3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=673495
"Pham, Vince",Speech Communication,3.7,3.4,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=951382
"Searsmith, Kelly",ENGL,2.2,3.2,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=259352
"Finley, Kala",CMN,3.4,1.3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1664316
"Mohr, Richard",PHIL,4.8,3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=851125
"Nelson, Gerald",Agriculture,2,3.3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=902613
"Haesemeyer, Christian",MATH,3.9,3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=314178
"D'Souza, Charlie",CHEM,5,2.3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=592320
"Johnston, Elizabeth",Speech Communication,4.3,4,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=948474
"Murphy, Erin",SOC,1.7,4,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1169563
"Vicary, Amanda",PSYC,4.3,1.3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1072461
"Di Girolamo, Larry",Not Specified,5,4.3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1103688
"Rivers, Ishwanzya",EDUC,1.5,5,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1280095
"West, Douglas",MATH,3,4.3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=730872
"Adamczyk, Laura",ENGL,2.8,3.5,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1547687
"Kendrick, Barbara",Fine Arts,1.8,2.5,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=731407
"Dengate, Jim",Classics,1,4.5,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=819942
"Gleisner, Sarah",Speech Communication,1.8,4,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=571680
"Philpott, Dominic",Biology,3.5,1.5,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=729844
"Paquette-Abt, Mary",MUS,3.5,3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1450620
"Richers, Cass",CHEM,4,1.5,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=896328
"Venugopalan, Raghunathan",Accounting,2.5,4,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=923334
"Patarapongsant, Yupin",BUS,3.3,3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1000372
"Ayala, Thomas",ENGL,4.3,3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=954886
"Crain, Matthew",Media Arts,4.3,1.5,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1579424
"Knizner, Lauren",PS,4,3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1501716
"Kao, Glenda",Accounting,1,2,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1364551
"Reichers, Dean",Agriculture,4,3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1098294
"Koev, Danail",PS,5,3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1568680
"Stimac, Sonja",MATH,1,4,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=907395
"Kimmel, Laura",MUS,5,2,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=976812
"Roth, Martin",PHIL,4,1,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1028994
"Miller, Sarah",PSYC,4,2,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1086008
"Sinick, Jonah",MATH,5,1,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1020260
"Sullivan, Zohreh",ENGL,3.8,2.9,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=436839
"Bauer, Robert",MATH,3.2,4.3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1416220
"Tichenor, Scott",MATH,3.5,2.8,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=949164
"Kuykendall, Darrell",CHEM,3.8,3.5,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1378596
"Cross, Joseph",EDUC,5,2,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1611215
"Zhang, David",ENG,4.4,2.8,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=649552
"Josey, Chris",Speech Communication,4.9,2.3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1155914
"West, Larry",Aviation,3.6,2.4,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=893238
"Smith, Kathleen",MATH,3.1,2.9,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=835020
"Frizzell, Leon",ENG,2.5,3.1,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=853493
"Stanciu, Christine",American Studies,5,4,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1537818
"Tiwari, Alok",MATH,5,3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1323431
"Noffke, Susan",EDUC,4,2,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1374658
"Deleuze, Laëtitia",FR,4,2,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1620131
"Lynge, Morgan",FIN,3,3.5,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1528650
"Srinivasan, Venkatraman",Civil Engineering,3.7,3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1621783
"Demarco, Brian",PHYS,3.7,3.1,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=601803
"Nicley, Erinn P.",Geography,4.5,2,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1167878
"Barrett, James",HIST,4.3,3.3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=323783
"Elliott, Brooke",Accounting,4.7,2.3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1571173
"Campello, Murillo",FIN,5,1,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=987395
"Reifsteck, Charles",ARCH,4.5,2.5,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1042455
"Munoz, Adriana",LING,4.5,1,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1685938
"Shoffstall, Grant",SOC,4.8,2,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1502671
"Jones, Kisha",PSYC,3,3.5,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1636893
"Kwakye, Chamara",EDUC,4.8,1.3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1518298
"Taylor, Allen",ARCH,3.3,2.5,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1218302
"Seigler, David",Agriculture,5,3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=685500
"Czerney, Keith",Accounting,2.5,5,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1575129
"Jones, Ryan",HIST,5,4,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1667274
"Vellis, Vyron",MATH,5,3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1729782
"Sommers, Chan",EDUC,4.9,2.8,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=927091
"Leff, Mark",HIST,4.1,3.2,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=297645
"Guillou, Bert",MATH,4,2.8,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1231946
"Scheeline, Alexander",CHEM,2.7,4,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=932341
"Hu, Feng Sheng",Biology,2.5,3.4,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=182098
"Dixit, Atul",MATH,2.5,4.3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1719584
"Thomas, Danielle",SPAN,5,1.8,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1631376
"Margot, Diego",ECON,4.8,2,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1638961
"Crane, Cori",Languages,4.1,3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=425249
"Wang, Yiqun",ECON,2,4,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1661506
"Haileselassie, Azeb",FR,4.8,1.7,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1437621
"Wahl, David",ENVS,1,3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1040346
"Walker, Gabriela",PSYC,3,2.8,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1626480
"Tancredy, Caroline",PSYC,4.6,1.8,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1311258
"Szuta, Patrick",MATH,4.5,2.5,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=782346
"Struble, Leslie",Civil Engineering,1,3.5,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1113824
"Desmond, Nancy",Accounting,4.5,1,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=784731
"Yerkes, Christine",Science,3.2,3.7,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=94797
"Glennon, Ivy",CMN,2.5,2.6,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=714679
"White, Natalie",CMN,4.9,1.6,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1539212
"Holmes, Charles",Health Science,4.2,2.2,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=967895
"Alston, Reginald",Community Health Sciences,5,1,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1357909
"Price, Ray",ENG,4,1.7,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1286004
"Rundlett, Ashlea",PS,5,3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1722900
"Thorn, Colin",Geography,3.8,3.4,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=125755
"O'Dea, Dennis",ECON,4.8,2.5,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1445377
"Lee, Tim",Community Health Sciences,5,1.3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1615850
"Hryhorczuk, Nicholas","Recreation, Parks, & Tourism",5,1,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1548376
"Robinett, Jeremy","Recreation, Parks, & Tourism",5,3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1722258
"Tong, Xiaodi",ENGL,4,2.5,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1536469
"Singh, Rohini",CMN,5,2,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1721051
"Christians, Clifford",CMN,4.4,3.1,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=749256
"Lemay, Elizabeth",ENG,4.7,2.4,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1709953
"Fouche, Rayvon",HIST,3.8,2.1,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=985551
"Tumanov, Alaxander",MATH,2.1,4.3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=987920
"Kleehammer, Michelle",HIST,3.9,2.8,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1394428
"Trofanenko, Brenda",EDUC,4.3,4,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=959249
"Warrior, Robert",ENGL,2,4,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1699812
"Gioia, Gustavo",ENG,4,2.7,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=395646
"Hazlewood, Richard",LAW,4,4,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1719233
"James, Rory",African-American Studies,4.3,1,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1591273
"Roybal, Karen",ENGL,4.5,1,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1718366
"Lim, Youn Seon",EDUC,5,1,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1673955
"Liu, Jeffrey",STAT,3.8,2,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1509254
"Loeb, Peter",MATH,1.9,4.1,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=308394
"Jung, Moon-Kie",SOC,4,1.5,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1157767
"Burns, Laura",CMN,4,2.7,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1539219
"Rowe, Sarah",ANTH,4.6,2.9,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1617222
"Erickson, Bruce",ENGL,2.5,4,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1713020
"Magee, Jeff",MUS,4.8,2,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1448395
"Turino, Tom",MUS,2.2,2.8,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=744490
"Jones, Douglas",ENG,4.1,2.3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=567280
"Sosa-Escudero, Walter",ECON,5,3.5,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1208295
"Kuper, Kate",DANC,5,1,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1359950
"Kral, Michael",PSYC,5,2,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1707243
"Pack, Daniel",ENG,4,4,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1494523
"Sandvig, Christian",CMN,3.1,3.9,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=776128
"Dolber, Brian",CMN,3.6,3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=914774
"Smith, Steven",Accounting,3.6,3.1,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=631405
"Blount, Justin",PS,5,2,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1704002
"Clark, David",Humanities,4.5,4,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1344636
"Schulz, Markus",SOC,2.8,2,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1603511
"McCormick, Julie",ENGL,4.8,1.8,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1490994
"Bhargava, Rohit",ENG,4.5,4.3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=842056
"Zike, Heather",Media & Performing Arts,5,1,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1700231
"Balgopal, Pallassana",SOCW,5,1,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1340559
"Goldman, Dara",Languages,4.5,1.2,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=602372
"Hake, Eric",ECON,3.3,5,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1157100
"Nahrstedt, Klara",CS,4,2,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1668024
"Martin Jr., Charles",Accounting,5,1,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1698097
"Ward, Tom",MUS,1.5,3.9,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=204076
"Garcia, Regina",Theater,1,2,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1697551
"Anderson, Lucas",PHIL,3.8,3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1363013
"Garzaran, Maria",CS,2.1,3.4,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1349302
"Mette, Alan",Fine Arts,4.4,2,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=680181
"Aksimentiev, Aleksei",PHYS,2,5,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1669858
"Arends, Mark",Design,4.5,1.5,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=784741
"Nakamura, Lisa",CMN,3.4,3.2,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1230487
"Lansing, Paul",BUS,3.8,3.7,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=600560
"Kim, Juhee",Community Health Sciences,2,3.5,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1643939
"Njeru, Margaret",MATH,5,5,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1151644
"Pottker, Gustavo",ME,5,1,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1685692
"Lubienski, Sarah",EDUC,5,3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1689584
"Holding, Cory",ENGL,4.8,1.5,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=948217
"Carney, Scott",ENG,3,2,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1580669
"Harrison, Scott",HIST,5,3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1501710
"MA, Ping",MATH,3.6,1.3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1398937
"Stasevicius, Maria",SPAN,4.7,1.3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1288192
"Roberts, Jasmine",CMN,4.8,4,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1674039
"Clifton, Alisson",FR,5,3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1685571
"Braden, John",Agriculture,3.4,3.8,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1053695
"Kerins, Andrew","Recreation, Parks, & Tourism",4,3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1684939
"Bawawana, Bavwidinsi",STAT,2,2.8,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1631341
"Washington, Myra",Media Arts,4.3,1.7,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1526631
"Martoccio, Alyssa",Languages,4.8,1.5,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1640126
"Vachharajani, Vidisha",ECON,2.8,4,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1662265
"Armstrong, Christopher",PSYC,4.8,1.6,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=617208
"Coleman, James",ENG,3.9,3.8,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=924540
"Sarkar, Jaya",Not Specified,1.5,5,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1604653
"Bergman, Tabe",Media Arts,4.3,2,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1299455
"Carpenter, Bruce",MATH,4,2.8,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=788570
"Polanco, Geremias",MATH,3.6,3.3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1579446
"Jones, William",Aviation,4.5,2.5,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=328714
"Platt, Stephen",ME,4,2,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1681744
"Spies, Ashley",BIOC,2.2,4.3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1081768
"Niesen, Molly",CMN,4.4,3.3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=898265
"Connel, Jeanne",EDUC,2.5,1.6,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=934234
"Leiby, Justin",Accounting,4.5,2.5,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1660315
"Blake, Catherine",Liberal Arts & Sciences,2.4,4.4,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1542107
"Brown, Kristine",ECON,4.6,2.6,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1205710
"Reutter, Elizabeth F.",Food Science,5,1,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1415881
"Ash, Carol",MATH,3.8,3.2,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=615225
"Drogos, Kristin",Speech Communication,5,1.8,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=949615
"Osterbur, Elaina",EDUC,3.6,1.8,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1159617
"Husby, Ralph",ECON,3.6,2.8,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=7740
"Griswold, John",ENGL,4.2,2.8,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=367686
"Verderame, Michael",ENGL,3.7,2.5,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1182365
"Warren, Allison",ARCH,1.6,2.4,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=987111
"Phalon, Caitlin",PSYC,5,2,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1661132
"Clark, Tony",American Studies,3.3,3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1379243
"Hunte, Andrew",MATH,4.5,2,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1666692
"Cummins, Robert",PHIL,2,3.5,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=983006
"Milin, Isidora",MATH,4.7,1.7,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1440941
"Sabok, Marcin",MATH,4.3,2,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1538762
"Arikan, Özlem",Accounting,1.5,2,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1664593
"Miller, Douglas",BUS,4.5,3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1664599
"Baidya Roy, Somnath",PHYS,5,3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1664081
"Cochran, Robert",Geography,4.3,4.5,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1495735
"Morrison, Mike",PSYC,5,1.8,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1285402
"Chen, Po Chang",Accounting,3.8,1,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1109332
"Lang, Clarence",HIST,4.2,2.8,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=799312
"Miller, C",Biology,3.2,3.3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1178389
"Mak, Kit Ho",MATH,3.5,1.5,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1501714
"Schiller, Daniel T.",Information Science,4.5,2,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1274447
"Harvey, Jessica",CMN,5,2,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1658787
"Howe, Leanee",American Studies,3.3,1.3,-1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1220550
