CourseID,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Students
NPRE521,19,64,16,6,11,3,0,0,0,0,0,0,1,0,120
NPRE526,0,17,2,1,0,0,0,1,0,0,0,0,0,1,21
NPRE555,5,13,1,1,1,0,0,0,0,0,0,0,0,0,21
NPRE598,1,25,6,8,5,0,0,0,0,0,0,0,0,0,45
NRES100,501,924,379,295,306,117,86,93,51,37,37,13,143,13,2982
NRES101,513,475,307,221,243,154,99,91,54,28,35,29,102,9,2351
NRES102,887,2097,1576,1239,1181,689,411,381,177,112,99,58,307,37,9214
NRES103,215,189,195,117,103,88,46,32,39,23,9,19,142,8,1217
NRES105,62,305,110,89,221,51,42,95,21,20,31,7,115,4,1169
NRES199,56,92,26,24,17,14,9,8,0,0,0,0,7,0,253
NRES201,73,293,160,210,607,190,144,331,70,39,84,17,32,6,2250
NRES219,180,358,251,171,185,125,67,58,34,14,13,13,36,4,1505
NRES224,24,102,37,20,11,6,2,2,0,0,1,0,3,0,208
NRES285,15,59,3,7,13,3,3,4,0,0,2,0,1,0,110
NRES287,154,392,367,233,239,129,78,71,32,13,20,7,35,3,1770
NRES302,25,31,15,7,16,13,6,8,7,0,3,2,1,0,134
NRES325,109,136,88,61,61,27,16,17,6,0,2,0,3,2,526
NRES340,34,32,12,9,6,2,0,2,2,0,0,0,4,2,103
NRES348,243,334,249,201,190,110,60,69,22,9,10,2,15,3,1514
NRES351,5,18,6,11,14,8,7,8,3,0,0,1,1,0,82
NRES362,18,40,35,13,13,3,1,1,1,0,1,0,1,0,127
NRES401,29,44,29,14,17,9,9,10,4,3,1,1,5,1,175
NRES407,39,94,45,39,66,42,28,30,14,5,2,4,0,2,408
NRES409,3,30,49,48,46,44,12,5,5,3,3,1,2,0,251
NRES415,21,27,13,9,27,11,3,10,9,1,2,0,2,1,135
NRES416,0,20,0,0,2,0,0,0,0,0,0,0,0,0,22
NRES418,18,48,18,5,9,4,3,4,0,0,1,0,1,0,111
NRES419,39,106,95,48,96,36,17,22,14,1,6,4,11,0,495
NRES420,84,45,38,43,23,13,15,15,15,3,3,0,7,1,304
NRES421,266,204,150,115,136,54,50,36,20,8,6,6,15,1,1066
NRES424,15,13,4,5,1,2,0,1,0,0,0,1,2,0,44
NRES425,8,11,3,1,2,3,1,0,1,0,0,0,0,0,30
NRES426,12,28,17,13,7,3,1,4,0,0,1,0,0,0,86
NRES429,6,41,43,55,31,31,10,8,7,1,1,1,6,0,241
NRES439,1,40,19,14,8,1,0,1,0,0,0,0,0,0,84
NRES454,151,327,200,142,254,97,45,74,30,4,13,8,21,8,1366
NRES455,27,31,7,5,5,3,1,0,3,0,0,1,2,0,85
NRES456,160,115,115,116,103,83,52,29,24,18,15,8,10,5,848
NRES465,6,38,17,6,22,6,3,8,4,1,2,0,0,2,113
NRES471,0,38,3,1,2,3,0,0,0,0,0,0,0,0,47
NRES472,72,159,32,22,38,24,10,9,10,2,5,3,20,2,406
NRES474,13,79,81,67,93,34,26,26,8,1,2,2,3,3,435
NRES475,15,31,22,17,19,9,5,3,5,1,0,0,3,2,130
NRES480,10,8,0,0,3,1,0,0,0,0,0,0,0,0,22
NRES485,7,18,8,6,1,2,0,1,0,0,0,0,3,0,46
NRES488,21,94,53,67,167,52,29,109,12,7,21,6,10,2,648
NRES499,41,62,31,19,27,12,11,2,4,3,3,0,1,1,216
NRES502,3,34,17,6,4,3,0,1,0,0,0,0,1,0,69
NRES511,0,26,6,5,7,0,0,0,0,0,0,0,3,0,47
NRES593,15,59,29,15,5,3,0,0,0,0,0,0,0,1,126
NRES598,35,38,21,5,6,12,1,4,0,4,0,4,0,1,130
NS101,1,26,4,1,1,0,0,0,0,0,1,0,0,0,34
NS102,0,12,0,0,6,0,0,3,0,0,1,0,0,0,22
NS303,1,12,5,2,0,0,1,0,0,0,0,0,0,0,21
NUTR510,31,271,8,19,55,2,0,16,0,0,4,0,3,3,409
NUTR511,3,23,3,4,11,0,0,0,0,0,0,0,0,0,44
NUTR561,16,51,10,8,8,1,0,0,0,0,0,0,0,0,94
PATH433,28,78,0,43,55,0,34,16,2,12,14,5,0,5,287
PATH439,3,33,2,0,5,1,0,1,1,0,1,0,1,0,48
PATH629,0,73,0,0,28,0,0,0,0,0,0,0,0,1,101
PATH635,0,21,0,0,84,0,0,13,0,0,0,0,0,0,118
PATH637,0,12,0,0,54,0,0,52,0,0,0,0,0,0,118
PATH638,0,68,0,0,37,0,0,13,0,0,0,0,0,0,118
PATH641,0,116,0,0,2,0,0,0,0,0,0,0,0,0,118
PATH643,1,116,0,0,88,0,0,29,0,0,4,1,0,0,239
PHIL100,17,102,124,101,75,69,36,22,12,6,4,2,25,3,595
PHIL101,83,605,691,605,596,375,226,147,67,41,29,30,119,20,3614
PHIL102,433,1529,838,656,673,466,294,269,169,77,117,77,316,31,5914
PHIL103,111,236,116,79,102,65,37,55,42,13,27,20,63,8,966
PHIL104,103,73,50,43,35,18,6,5,2,0,2,5,7,1,349
PHIL105,22,236,253,266,308,138,71,46,28,12,9,11,40,7,1440
PHIL106,5,22,10,5,2,0,1,0,0,0,0,0,1,1,46
PHIL107,30,64,61,43,31,23,9,9,7,3,2,1,5,1,288
PHIL201,0,13,7,1,0,0,1,0,0,1,0,0,1,0,24
PHIL202,116,278,97,63,79,57,37,49,30,16,26,26,82,6,956
PHIL203,22,353,385,270,252,196,72,81,55,15,36,11,74,16,1822
PHIL206,43,308,286,266,285,136,57,61,24,16,15,21,86,12,1604
PHIL210,8,97,48,32,21,17,6,3,3,2,0,0,1,0,238
PHIL214,15,136,132,109,76,37,20,7,8,2,1,1,17,3,561
PHIL222,105,42,35,20,11,5,6,5,2,4,0,1,6,4,242
PHIL223,34,60,55,30,20,11,14,13,2,5,3,2,18,2,267
PHIL230,1,36,47,38,22,26,10,3,1,0,0,0,5,1,189
PHIL250,12,70,65,32,32,22,5,3,5,0,2,2,13,1,263
PHIL270,5,29,27,18,19,6,9,7,3,1,2,0,7,0,133
PHIL325,0,3,11,9,13,11,2,4,3,0,2,0,1,1,59
PHIL380,51,35,39,33,25,11,3,2,1,0,0,1,4,2,205
PHIL404,0,6,10,4,2,1,1,0,0,0,0,0,0,0,24
PHIL410,0,4,2,2,4,3,4,3,1,0,1,0,0,0,24
PHIL411,0,19,13,4,6,6,0,0,1,0,3,2,14,4,68
PHIL412,6,10,4,3,1,0,1,0,1,0,0,0,0,0,26
PHIL414,8,29,13,10,5,1,2,3,0,1,0,0,2,0,74
PHIL421,19,142,98,84,82,22,10,12,4,3,5,3,21,6,505
PHIL422,0,21,7,14,5,3,1,1,0,0,0,0,0,1,52
PHIL424,6,17,13,11,6,4,2,5,0,0,1,0,5,0,70
PHIL425,8,35,36,9,16,9,8,3,1,0,2,3,11,0,141
PHIL426,14,71,66,34,31,19,8,6,9,0,0,1,20,2,279
PHIL427,0,5,3,1,2,5,1,0,1,0,0,0,3,0,21
PHIL429,0,10,11,10,16,3,6,5,0,0,1,0,2,2,64
PHIL430,7,89,22,19,22,7,3,4,1,1,0,0,6,6,181
PHIL435,21,38,26,24,17,9,1,3,1,0,1,0,9,0,150
PHIL436,10,62,58,48,31,16,5,10,2,1,2,2,6,1,253
PHIL438,0,10,9,5,6,4,1,5,2,1,1,1,3,1,48
PHIL439,9,19,14,7,11,6,2,4,1,0,0,0,5,0,78
PHIL440,0,11,9,8,10,4,1,1,2,0,0,0,7,1,53
PHIL441,7,8,11,11,7,3,1,0,0,0,0,0,3,0,51
PHIL442,18,10,6,8,4,4,1,3,0,0,2,0,1,0,57
PHIL443,8,3,13,0,2,1,0,0,0,0,0,0,1,0,28
PHIL454,6,33,9,8,8,4,3,4,5,0,0,0,6,0,86
PHIL477,11,96,35,10,11,4,2,1,3,1,2,1,6,2,183
PHYS100,865,1228,766,806,1220,441,236,267,132,95,51,40,24,30,6171
PHYS101,1676,1595,1042,971,933,1096,986,1017,712,525,346,458,179,90,11536
PHYS102,838,1284,919,898,907,949,724,744,547,295,221,230,78,42,8634
PHYS123,324,205,65,43,20,5,5,5,2,1,0,1,0,1,676
PHYS140,206,251,173,137,199,116,75,114,74,26,34,9,5,9,1419
PHYS150,29,75,39,44,79,25,30,24,16,6,3,3,3,4,376
PHYS199,9,65,2,1,10,1,1,1,0,0,4,0,0,0,94
PHYS211,4952,4423,2759,2510,2323,2358,1895,1817,1371,909,687,912,502,169,27418
PHYS212,3610,3292,2173,2119,2036,2333,2028,1903,1662,988,771,942,419,151,24276
PHYS213,2531,2395,1530,1489,1597,1665,1386,1366,1195,631,450,507,327,57,17069
PHYS214,2341,2314,1653,1610,1688,1576,1464,1404,983,719,431,452,211,128,16846
PHYS221,5,10,3,3,0,2,0,0,0,0,0,0,0,0,23
PHYS225,452,499,457,446,353,284,223,147,119,79,35,41,44,24,3179
PHYS246,17,42,13,5,2,1,1,1,0,0,0,0,2,0,84
PHYS280,150,200,157,96,65,34,13,5,10,0,4,1,8,3,743
PHYS298,28,38,10,4,9,4,0,1,0,1,0,0,0,1,95
PHYS325,405,448,353,337,388,259,174,149,107,79,49,45,62,25,2855
PHYS326,136,229,270,191,172,124,107,84,48,41,28,30,23,7,1483
PHYS370,53,37,15,10,5,4,11,3,2,3,2,2,2,1,149
PHYS371,3,21,7,2,0,0,0,0,0,0,0,0,1,0,34
PHYS398,24,39,22,12,13,4,1,5,0,0,0,2,0,0,122
PHYS401,75,184,177,94,79,48,23,28,27,7,9,14,46,7,811
PHYS402,85,141,106,60,75,44,23,36,8,0,4,2,3,2,587
PHYS403,77,148,22,17,5,4,1,0,0,0,0,2,0,0,276
PHYS404,4,14,9,16,17,13,5,8,1,0,1,0,1,0,89
PHYS406,37,6,2,2,1,0,0,0,0,1,0,0,0,1,49
PHYS419,10,66,61,66,57,31,7,10,7,1,9,2,38,7,365
PHYS427,136,286,234,206,231,135,89,56,43,21,12,14,17,9,1480
PHYS435,280,484,274,287,330,171,102,150,56,18,42,6,22,17,2222
PHYS436,176,372,227,160,201,99,50,80,18,10,13,4,8,6,1418
PHYS446,5,12,4,0,2,1,3,2,0,1,0,0,0,0,30
PHYS460,87,152,73,83,67,24,20,22,6,4,9,2,5,4,554
PHYS470,68,85,63,37,38,28,15,14,7,4,1,5,1,1,366
PHYS475,23,42,29,27,24,16,9,12,3,0,1,1,0,1,187
PHYS485,76,88,71,52,61,56,43,30,15,4,8,10,5,5,519
PHYS486,248,325,239,215,232,179,129,118,85,42,33,24,31,9,1900
PHYS487,156,267,186,131,136,94,67,62,36,18,15,13,13,7,1194
PHYS496,30,69,34,14,9,3,1,1,0,0,0,0,0,0,161
PHYS498,40,45,14,13,4,7,8,4,1,0,2,5,1,0,144
PHYS499,12,19,8,2,1,1,0,0,0,0,0,0,0,0,43
PHYS504,81,79,35,20,19,12,8,6,0,0,1,0,2,5,263
PHYS505,17,29,9,4,3,0,0,0,0,0,0,0,0,1,62
PHYS508,43,69,64,47,37,26,4,13,14,0,0,0,1,3,318
PHYS513,27,69,20,15,13,3,0,2,0,0,0,1,1,0,151
PHYS514,23,15,13,5,1,1,0,1,0,0,0,0,0,0,59
PHYS515,20,38,40,16,10,11,4,1,2,0,0,0,1,1,143
PHYS550,4,3,7,10,2,1,0,0,0,0,0,0,0,0,27
PHYS560,111,125,44,27,16,8,1,4,1,0,0,0,1,2,338
PHYS563,18,10,11,4,2,2,1,0,0,0,0,0,0,0,48
PHYS569,24,33,16,6,6,1,2,4,0,0,1,1,0,1,94
PHYS570,10,7,4,2,1,1,1,0,0,0,0,0,0,0,26
PHYS580,131,174,69,81,69,43,8,13,6,2,2,2,3,2,603
PHYS581,34,64,38,27,21,12,5,4,0,0,0,1,1,0,207
PHYS582,68,80,47,25,21,24,5,9,2,0,1,0,0,4,282
PHYS596,32,169,21,12,0,0,0,0,0,0,0,0,0,0,234
PHYS598,25,60,21,11,3,0,0,0,0,0,0,0,1,0,121
PLPA200,3,2721,2,1,676,1,0,185,1,0,40,0,41,7,3671
PLPA204,7,193,29,60,143,16,17,37,3,0,3,0,6,0,514
PLPA407,6,99,15,11,59,9,4,41,3,2,13,0,1,1,263
POL115,29,146,125,41,19,3,0,0,0,0,0,0,1,1,364
PORT150,13,36,1,0,2,0,0,0,1,0,0,0,1,0,54
PORT400,11,26,4,7,8,4,4,4,1,0,0,0,2,0,71
PORT401,0,7,0,1,1,1,2,4,1,0,1,0,4,0,22
PS100,625,1510,1106,802,912,484,249,305,142,66,65,35,162,15,6463
PS101,446,979,596,542,636,441,276,290,149,68,114,43,195,24,4775
PS152,106,150,86,60,64,40,22,22,15,2,3,4,18,1,592
PS170,16,92,12,9,23,4,3,2,0,0,0,0,1,0,162
PS180,40,88,31,44,26,21,9,11,11,3,0,1,4,0,289
PS191,1,42,47,16,5,0,3,0,1,0,0,2,0,0,117
PS199,64,258,210,115,113,60,27,28,16,2,4,4,27,5,928
PS200,4,33,36,49,81,68,40,56,30,16,16,7,51,6,487
PS201,522,681,445,241,288,155,98,88,61,40,24,19,121,11,2783
PS202,10,175,78,73,149,47,23,38,10,4,9,0,16,3,632
PS214,16,43,13,11,6,7,2,3,2,1,2,0,10,0,116
PS220,113,1050,52,132,750,76,81,341,39,20,116,5,121,10,2896
PS222,6,12,8,11,20,19,5,5,2,0,1,2,1,1,92
PS224,141,125,94,37,43,41,17,17,8,7,11,5,28,2,574
PS225,27,115,131,170,170,119,88,83,53,20,29,9,75,6,1089
PS230,95,206,84,43,72,24,7,24,3,5,8,5,35,6,611
PS231,47,130,83,66,88,54,29,28,19,8,15,7,12,8,586
PS240,169,616,422,290,328,115,72,78,28,15,26,5,37,5,2201
PS241,209,486,413,321,358,186,112,110,78,35,33,21,101,13,2463
PS250,0,134,9,4,7,4,0,2,1,0,1,1,6,2,169
PS270,101,399,368,304,341,191,127,76,44,13,10,5,35,7,2014
PS272,7,23,10,11,9,8,1,2,2,0,1,0,1,0,75
PS280,125,836,664,622,743,423,273,253,133,62,66,41,152,24,4393
PS281,36,52,46,47,29,22,12,9,10,1,1,1,16,1,282
PS282,115,271,164,111,137,58,41,32,13,4,6,2,27,3,981
PS283,25,150,97,61,60,21,21,14,5,3,4,1,14,3,476
PS300,80,526,389,206,159,71,47,41,11,1,8,4,35,6,1578
PS301,245,387,211,174,112,71,40,43,22,11,13,8,33,9,1370
PS302,142,275,157,137,132,87,27,32,13,3,11,2,17,3,1035
PS303,94,104,70,38,50,37,20,15,7,6,1,8,17,2,467
PS304,0,12,16,15,56,37,20,30,10,0,2,0,9,5,207
PS305,126,132,68,38,42,20,12,24,7,1,5,2,23,5,500
PS306,9,15,0,1,0,0,0,0,0,0,0,0,0,0,25
PS310,3,12,4,0,0,0,3,0,0,0,0,0,0,0,22
PS312,25,63,68,92,92,76,59,55,38,20,16,7,21,3,632
PS313,0,6,1,8,11,16,4,1,3,0,0,0,1,0,51
PS314,7,8,9,11,16,5,3,7,1,0,3,0,1,0,71
PS316,90,29,2,5,2,0,1,3,1,0,0,1,0,2,134
PS317,0,5,7,2,4,0,2,3,0,0,0,0,1,0,24
PS318,7,32,76,48,25,20,4,3,2,0,1,5,10,0,233
PS319,5,35,29,34,55,20,12,16,12,1,1,2,3,2,225
PS320,4,118,85,80,89,12,8,15,6,1,4,0,12,2,434
PS321,14,41,92,75,53,44,19,24,4,1,3,3,16,2,389
PS322,6,88,182,116,117,65,47,27,14,5,2,8,26,4,703
PS323,2,99,73,72,88,45,40,21,20,0,4,2,6,0,472
PS329,0,8,6,4,11,5,0,4,1,0,1,0,5,0,45
PS330,28,104,63,37,64,30,33,31,18,7,9,8,20,4,452
PS339,27,71,77,39,35,18,15,7,5,3,5,0,12,3,314
PS340,5,10,6,4,11,3,4,1,0,0,1,0,3,0,48
PS341,1,13,20,9,11,8,2,0,2,0,0,0,1,0,67
PS343,27,97,41,54,32,16,12,8,3,1,1,1,4,1,297
PS344,5,16,7,3,2,3,0,4,2,0,1,0,1,1,44
PS345,4,13,9,9,8,0,1,2,2,0,0,0,0,2,48
PS346,1,8,11,4,2,0,0,0,0,0,0,0,0,0,26
PS347,2,28,26,24,28,13,2,13,3,0,2,0,5,2,146
PS348,147,302,201,138,139,65,49,42,25,10,7,4,32,4,1161
PS351,7,32,40,24,10,7,2,2,1,0,1,0,3,0,129
PS352,2,18,22,21,7,1,0,1,0,0,0,0,0,0,72
PS353,15,44,46,26,26,9,4,5,3,2,4,0,7,1,191
PS355,0,21,12,4,4,3,3,0,0,0,0,0,0,0,47
PS356,1,30,34,35,11,1,1,1,0,0,0,0,2,0,116
PS357,2,15,14,8,8,7,6,5,1,5,1,0,0,0,72
PS359,1,10,4,2,0,1,0,0,0,0,1,0,2,0,21
PS370,215,172,131,88,58,34,9,15,7,3,2,2,7,2,743
PS372,0,6,5,8,4,1,0,0,1,0,0,0,0,0,25
PS373,0,3,2,4,4,3,4,1,1,0,0,0,0,0,22
PS376,2,1,7,4,8,7,8,4,1,0,0,0,0,0,42
PS377,27,25,18,13,14,9,4,9,3,0,0,1,0,0,123
PS379,2,31,22,10,11,4,4,2,0,1,0,0,1,1,88
PS380,6,32,24,15,12,11,8,2,0,2,0,0,1,0,113
PS381,14,24,25,19,17,8,4,3,2,0,2,0,2,0,120
PS382,0,15,20,24,11,3,1,0,1,0,0,0,2,0,77
PS383,0,34,45,5,1,0,1,0,0,0,0,0,2,0,88
PS385,49,159,96,55,58,27,18,28,7,3,4,5,33,4,542
PS386,21,64,76,91,155,86,73,59,20,13,6,3,25,1,692
PS390,88,394,319,161,98,45,20,20,11,5,4,1,36,3,1202
PS391,2,18,26,17,6,2,0,1,0,1,0,0,0,0,73
PS392,1,10,10,4,9,2,0,2,2,0,1,1,2,0,44
PS394,0,45,43,40,61,14,5,2,0,0,0,0,2,0,212
PS395,38,66,44,38,44,19,17,24,14,8,11,2,15,1,340
PS396,48,60,37,29,40,30,21,10,4,1,1,0,10,1,291
PS397,11,33,27,21,18,10,2,0,1,0,0,0,1,1,124
PS398,0,64,44,26,24,14,8,8,7,0,0,0,3,2,198
PS410,0,18,23,3,0,0,0,0,0,0,0,0,0,1,44
PS456,1,15,3,0,4,1,0,0,0,0,0,0,3,0,27
PS457,1,8,3,6,2,2,0,1,0,0,0,0,0,0,23
PS481,0,3,4,8,4,2,0,0,0,0,0,0,0,0,21
PS491,0,9,28,11,3,0,0,0,0,0,0,0,0,0,51
PS495,16,4,3,1,0,0,1,0,0,1,1,0,0,0,27
PS499,20,45,15,6,20,2,0,3,0,0,1,0,3,0,115
PS525,11,23,6,4,0,0,0,0,1,0,0,0,0,0,45
PSM501,91,32,11,2,4,1,2,0,1,0,0,0,0,0,144
PSM502,33,20,3,1,10,2,0,2,1,0,0,0,0,0,72
PSM503,16,2,2,1,0,1,0,1,0,0,0,0,1,0,24
PSYC100,2953,7494,3804,3877,6203,2366,1687,3088,735,523,673,227,1041,137,34671
PSYC103,5,91,10,10,111,10,13,58,8,1,7,0,12,1,336
PSYC105,1,60,14,13,10,3,4,5,1,2,1,0,0,0,114
PSYC144,81,44,7,3,6,1,2,2,0,1,3,0,3,0,153
PSYC199,12,3,0,2,2,2,0,1,0,0,0,0,2,0,24
PSYC201,2247,2164,1458,1255,1488,970,536,629,360,165,207,104,300,56,11883
PSYC204,362,755,398,189,202,169,89,99,50,23,27,21,41,11,2425
PSYC207,65,124,67,45,45,25,17,12,9,4,1,4,9,0,427
PSYC210,271,719,399,411,891,375,362,523,209,179,258,66,259,60,4922
PSYC216,367,2323,350,280,1727,183,146,905,86,39,357,26,186,40,6975
PSYC220,11,79,38,31,87,26,19,40,7,4,7,2,10,2,361
PSYC224,166,1638,295,233,1217,150,136,670,71,42,224,18,157,42,5017
PSYC230,1675,1777,406,274,849,175,130,424,79,37,128,27,172,23,6153
PSYC235,179,291,174,162,157,87,66,67,42,18,26,22,90,22,1381
PSYC238,365,2363,1778,1513,1511,856,552,415,183,112,106,58,243,43,10055
PSYC239,258,983,295,168,166,93,51,39,31,8,11,5,25,4,2133
PSYC245,638,1204,337,360,461,182,138,180,71,55,62,19,131,20,3838
PSYC248,41,2001,52,100,1296,30,52,689,5,6,136,6,47,19,4461
PSYC250,780,698,553,450,610,313,251,245,121,67,59,27,102,15,4276
PSYC255,0,24,4,3,0,4,4,0,1,1,0,0,3,1,44
PSYC265,0,3,3,6,16,8,6,1,1,0,5,0,2,0,51
PSYC296,12,8,6,4,1,0,0,0,0,0,1,0,0,0,32
PSYC302,89,185,107,61,85,34,28,38,7,5,7,7,11,0,664
PSYC306,1,15,9,14,11,8,1,0,3,0,0,1,0,0,63
PSYC308,1,152,24,20,19,3,7,3,1,0,0,1,1,1,232
PSYC312,14,270,193,250,284,112,78,38,18,7,8,1,12,6,1285
PSYC313,42,115,70,33,85,44,26,48,25,9,18,4,24,5,543
PSYC318,106,279,147,112,173,65,55,63,16,7,13,4,18,3,1058
PSYC320,246,134,94,86,49,36,40,13,17,6,6,1,7,2,735
PSYC321,29,63,8,44,24,8,10,9,2,3,2,0,4,3,206
PSYC324,65,257,103,82,259,75,66,113,31,27,41,8,15,3,1142
PSYC326,0,67,52,55,83,50,31,42,18,11,11,0,4,1,424
PSYC327,2,27,18,32,32,7,5,0,0,0,0,0,0,0,123
PSYC328,343,160,129,88,177,54,37,52,19,5,16,4,17,1,1101
PSYC331,15,168,40,34,58,24,15,20,4,1,6,3,17,4,405
PSYC332,177,521,318,185,316,155,75,124,41,17,21,9,13,6,1972
PSYC333,75,280,188,138,135,114,54,49,29,5,8,4,22,3,1101
PSYC334,0,8,6,3,1,2,2,0,0,0,0,1,3,0,26
PSYC336,235,398,190,142,148,43,30,28,6,3,6,4,18,5,1251
PSYC339,0,115,27,14,15,2,0,4,0,0,0,0,1,0,178
PSYC340,33,84,16,8,11,1,1,3,2,1,0,0,1,0,161
PSYC341,8,60,9,3,1,4,1,1,1,0,0,0,0,0,88
PSYC350,3,963,11,10,211,1,2,52,2,2,18,0,25,4,1300
PSYC351,4,21,15,8,13,5,2,6,3,1,1,1,5,0,85
PSYC352,16,5,0,0,2,0,0,1,0,0,1,0,2,0,27
PSYC353,38,1175,39,30,699,22,21,402,8,6,54,0,56,6,2550
PSYC355,23,14,11,9,9,3,2,0,1,1,2,1,1,0,77
PSYC356,8,39,32,26,53,29,20,13,12,3,9,0,5,2,249
PSYC357,12,22,8,17,41,9,11,21,3,0,11,0,14,4,169
PSYC358,58,156,56,65,79,35,12,29,14,0,8,0,9,2,521
PSYC361,247,258,118,119,194,109,85,89,55,23,34,16,28,10,1375
PSYC363,146,575,228,123,180,43,30,61,12,11,14,5,36,7,1464
PSYC365,40,148,58,46,66,31,26,27,13,6,10,5,15,6,491
PSYC370,12,43,39,15,25,2,0,0,0,0,0,0,0,0,136
PSYC373,4,19,25,50,14,8,11,3,4,0,1,0,2,2,141
PSYC379,0,313,100,99,108,88,50,37,23,21,15,12,25,6,891
PSYC396,176,386,206,155,151,65,60,29,19,7,4,4,12,5,1274
PSYC402,28,62,32,9,7,6,3,0,2,1,0,0,2,0,152
PSYC403,0,1743,0,0,594,0,0,184,0,0,46,0,28,9,2595
PSYC404,55,98,55,32,29,13,11,13,2,3,2,0,2,3,315
PSYC406,3,222,11,5,34,2,0,7,0,0,1,0,0,1,285
PSYC407,14,143,28,12,14,7,0,3,0,0,0,0,1,0,222
PSYC408,15,436,0,0,41,0,0,21,0,0,11,0,28,6,552
PSYC410,2,13,0,2,3,1,0,0,0,0,0,2,2,0,25
PSYC413,71,335,177,147,176,92,81,93,37,29,53,7,39,14,1337
PSYC414,67,417,75,139,243,37,50,115,19,22,35,5,34,10,1258
PSYC417,104,186,91,38,69,29,26,28,10,8,7,5,8,11,609
PSYC421,79,60,42,26,23,10,9,4,3,1,5,1,8,1,271
PSYC423,8,5,10,9,11,10,5,9,6,2,3,0,0,0,78
PSYC425,4,121,37,19,72,20,12,35,5,1,4,2,20,2,352
PSYC427,0,1,6,0,6,7,3,2,6,0,3,3,3,0,40
PSYC429,1,9,8,5,7,11,3,6,0,0,0,0,1,2,51
PSYC433,59,183,90,58,127,40,25,75,29,10,23,12,34,3,765
PSYC437,0,100,0,0,21,0,0,2,0,0,1,0,1,1,125
PSYC445,30,42,31,26,20,15,5,6,7,3,4,0,0,0,189
PSYC450,45,150,0,0,48,0,0,11,0,0,7,0,4,2,265
PSYC451,0,26,8,6,9,4,1,1,2,0,1,0,0,0,58
PSYC453,22,58,16,9,34,11,5,12,0,0,1,0,3,0,171
PSYC455,146,354,271,213,243,140,74,76,39,19,5,6,25,3,1611
PSYC456,13,183,15,4,99,6,5,31,5,0,15,1,5,2,382
PSYC458,2,3,3,5,6,3,0,2,1,0,1,0,0,0,26
PSYC462,5,96,19,8,63,5,4,34,4,4,11,0,6,4,259
PSYC465,262,637,214,239,358,142,119,120,39,22,39,10,22,5,2223
PSYC468,182,311,182,133,121,68,55,43,24,13,13,6,37,3,1188
PSYC475,208,293,123,108,100,33,25,30,10,8,3,0,5,1,946
PSYC484,9,7,7,2,1,2,0,0,0,0,0,0,0,0,28
PSYC489,11,6,0,0,4,0,0,0,0,0,0,0,1,0,22
PSYC490,25,12,1,4,0,0,0,0,0,0,0,0,0,0,42
PSYC496,146,513,114,45,53,16,14,14,3,0,4,4,9,3,935
PSYC506,16,136,8,6,12,4,0,1,0,0,0,0,1,0,184
PSYC507,0,122,10,6,12,5,0,2,0,0,0,0,0,0,157
PSYC514,23,75,31,20,25,3,0,3,0,0,1,0,5,2,186
PSYC525,0,16,5,0,1,0,0,0,0,0,0,0,0,0,22
PSYC530,3,36,5,1,4,0,1,0,0,0,0,0,0,0,50
PSYC534,8,12,2,1,0,0,0,0,0,0,0,0,0,0,23
PSYC588,11,17,4,1,0,0,0,1,0,0,0,0,0,0,34
PSYC594,41,97,38,14,28,7,0,2,0,0,0,0,0,0,227
REES201,32,34,7,2,5,2,0,0,0,0,1,0,0,0,83
REHB330,1074,1894,434,314,462,94,66,106,19,14,41,5,116,10,4639
REHB402,3,275,35,29,128,16,7,29,1,0,5,1,3,2,532
REHB435,42,299,16,11,48,1,3,21,3,0,7,1,1,0,453
REL101,14,31,17,10,15,4,3,1,0,1,2,0,5,0,103
REL104,27,302,211,156,134,56,37,43,22,12,10,4,52,3,1066
REL108,230,184,58,19,11,15,5,4,4,0,0,1,6,1,537
REL109,150,173,46,10,16,5,5,3,0,0,0,1,13,1,422
REL110,2715,1890,774,444,442,201,118,133,53,39,47,41,132,18,7029
REL120,30,69,40,31,22,6,14,10,2,2,2,0,15,1,243
REL132,16,69,35,23,11,5,1,0,0,0,0,0,1,0,161
REL134,8,55,28,19,11,6,0,2,1,0,2,1,12,0,145
REL208,15,318,8,1,9,0,0,1,1,0,0,3,0,0,356
REL214,36,153,62,17,47,11,1,9,4,2,5,2,2,3,351
REL223,18,67,16,10,4,7,3,2,1,0,0,1,3,0,132
REL231,5,10,3,1,3,0,1,1,0,0,0,0,4,0,28
REL235,0,6,5,2,4,2,1,1,0,0,0,0,0,0,21
REL236,0,19,14,6,6,2,0,1,1,0,0,0,3,0,52
REL270,1,8,6,3,8,1,0,1,0,0,0,0,0,1,28
REL286,4,17,16,4,4,2,0,1,1,0,0,0,0,0,49
REL287,3,49,44,28,25,17,8,11,6,1,4,1,11,1,208
REL350,2,3,6,1,4,1,0,3,0,0,0,0,2,0,22
REL403,33,8,4,3,0,2,1,1,0,0,0,0,0,0,52
REL495,6,10,7,2,8,0,0,6,0,0,0,0,1,0,40
RHET105,239,1883,1297,835,635,218,104,73,58,19,23,8,114,15,5506
RHET233,178,622,342,205,158,69,23,18,12,4,9,7,62,5,1709
RHET243,0,29,16,18,18,9,4,9,3,3,0,0,4,1,113
RLST101,8,61,54,55,78,38,23,30,18,9,15,2,15,3,406
