subject,course_code,title,credits,prerequisites,gened,subcategories
NEUR,445,Cognitive Neuroscience Lab ,4,,,
NEUR,450,Cognitive Psychophysiology ,3 or 4,,,
NEUR,451,Neurobio of Aging ,0 to 4,,,
NEUR,453,Cog Neuroscience of Vision ,3 or 4,,,
NEUR,454,Neuroimmunology ,3,,,
NEUR,460,Evol of Intelligent Systems ,0 to 4,,,
NEUR,461,Cell & Molecular Neuroscience ,3,,,
NEUR,462,Integrative Neuroscience ,3,,,
NEUR,500,Topics in Neuroscience ,1,Enrollment in Neuroscience Ph,,
NEUR,510,Advances in Behavioral Neuroscience ,3 or 4,,,
NEUR,520,Advanced Topics in Neuroscience ,0 or 1,,,
NEUR,542,Interdisciplinary Approaches to Neuroscience I ,2,,,
NEUR,543,Interdisciplinary Approaches to Neuroscience II ,2,NEUR 542 or consent of instructor,,
NEUR,590,Indiv Topics Neuroscience ,1 to 16,Consent of instructor,,
NEUR,598,Proseminar in Psychology ,0 to 2,,,
NEUR,599,Thesis Research ,0 to 16,Consent of instructor,,
NPRE,100,Orientation to NPRE ,1,,,
NPRE,101,Introduction to Energy Sources ,3,,"NAT, QR","PS, QR1, QR2"
NPRE,199,Undergraduate Open Seminar ,1 to 5,,,
NPRE,200,"Mathematics for Nuclear, Plasma, and Radiological Engineering ",2,MATH 231,,
NPRE,201,Energy Systems ,2 or 3,"MATH 220 or MATH 221; one of PHYS 101, PHYS 211, CHEM 104, CHEM 204, ME 200",,
NPRE,247,Modeling Nuclear Energy System ,3,Credit for PHYS 211; credit or concurrent registration in CS 101 or 124 or 125; credit or concurrent registration in MATH 285,,
NPRE,321,Introduction to Plasmas and Applications ,3,MATH 241 and PHYS 212,,
NPRE,330,Materials in Nuclear Engineering ,3,,,
NPRE,349,Introduction to NPRE Heat Transfer ,2,MATH 285; credit or concurrent registration in TAM 335 or ME 310,,
NPRE,397,Independent Study ,1 to 4,Consent of instructor,,
NPRE,398,Special Topics ,1 to 4,,,
NPRE,402,Nuclear Power Engineering ,3 or 4,,,
NPRE,412,Nuclear Power Econ & Fuel Mgmt ,3 or 4,NPRE 402 or NPRE 247,,
NPRE,413,Nuclear Separations and Fuel Reprocessing ,2 or 3,"Junior, Senior, or Graduate Standing",,
NPRE,421,Plasma and Fusion Science ,3,NPRE 321,,
NPRE,423,Plasma Laboratory ,2,NPRE 421 and NPRE 451,,
NPRE,429,Plasma Engineering ,3,ECE 329 or PHYS 435,,
NPRE,430,Advanced Materials in Nuclear Engineering ,3,NPRE 330,,
NPRE,432,Nuclear Engrg Materials Lab ,2,Credit or concurrent registration in NPRE 330,,
NPRE,435,Radiological Imaging ,3,NPRE 445,,
NPRE,441,Radiation Protection ,4,NPRE 445,,
NPRE,442,Radioactive Waste Management ,3,MATH 231; PHYS 102 or PHYS 212,,
NPRE,445,Interaction of Radiation with Matter ,4,"NPRE 200, MATH 285, PHYS 212",,
NPRE,448,Nuclear Syst Engrg & Design ,4,"MATH 285, ME 200, and NPRE 455",,
NPRE,449,Nuclear Systems Engineering and Design ,3,"NPRE 349, NPRE 455",,
NPRE,451,NPRE Laboratory ,3,NPRE 445,,
NPRE,452,Advanced Radiological Science Lab ,2 or 4,NPRE 451,,
NPRE,455,Neutron Diffusion & Transport ,4,NPRE 247,,
NPRE,457,Safety Anlys Nucl Reactor Syst ,3 or 4,NPRE 402 or NPRE 247,,
NPRE,458,Design in NPRE ,4,NPRE 449,,
NPRE,461,Probabilistic Risk Assessment ,3 or 4,"Junior, Senior or Graduate Standing in any Engineering Department",,
NPRE,470,Fuel Cells & Hydrogen Sources ,3,"CHEM 102, MATH 285, and PHYS 212",,
NPRE,475,Wind Power Systems ,3 or 4,"CS 101, MATH 241; one of CHBE 421, ECE 110, ECE 205, ME 310, TAM 335",,
NPRE,480,Energy and Security ,3,Composition I and Quantitative Reasoning I,,
NPRE,481,Writing on Technol & Security ,3 or 4,,ACP,
NPRE,483,Seminar on Security ,1,Composition I,,
NPRE,498,Special Topics ,1 to 4,,,
NPRE,501,Fundamentals of Nuclear Engrg ,4,NPRE 247; credit or concurrent registration in NPRE 446,,
NPRE,511,Nuclear Reactor Heat Transfer ,4,NPRE 501,,
NPRE,521,Interact of Radiation w/Matter ,4,NPRE 446,,
NPRE,522,Controlled Fusion Systems ,4,NPRE 421,,
NPRE,523,Plasma Waves ,4,ECE 329 or PHYS 435; NPRE 421,,
NPRE,526,Plasma-Material Interactions ,4,NPRE 429 or equivalent,,
NPRE,527,Plasma Technology of Gaseous Electronics ,4,ECE 452 or PHYS 485 or NPRE 429,,
NPRE,531,Nuclear Materials ,4,NPRE 430,,
NPRE,554,Independent Lab Investigations ,1 to 8,Consent of instructor,,
NPRE,555,Reactor Theory I ,4,NPRE 455 (waived for Physics majors),,
NPRE,558,Advanced Design in NPRE ,4,NPRE 448 and NPRE 501,,
NPRE,560,Reactor Kinetics and Dynamics ,4,NPRE 555,,
NPRE,561,Advanced Risk Analysis for Technological Systems ,4,NPRE 461 or NPRE 457 or GE 411 or CEE 491,,
NPRE,595,Student Research Seminar ,1,,,
NPRE,596,Seminar in Nuclear Sci & Engrg ,1,,,
NPRE,597,Independent Study ,1 to 8,Consent of instructor,,
NPRE,598,Special Topics ,2 to 4,,,
NPRE,599,Thesis Research ,0 to 16,,,
NRES,100,Fundamentals of Env Sci ,3,,NAT,PS
NRES,101,Wildlife Conservation in the 21st Century ,3,,NAT,LS
NRES,102,Introduction to NRES ,3,,,
NRES,103,The Great Lakes - Freshwater Wonder at Risk ,3,,NAT,LS
NRES,105,Climate Change Impacts on Ecological Systems ,3,,"NAT, QR","LS, QR1, QR2"
NRES,108,Env Sc & Nat Resource Careers ,1,,,
NRES,109,Global Environmental Issues ,3,,,
NRES,199,Undergraduate Open Seminar ,1 to 5,,,
NRES,201,Introductory Soils ,4,"Successful completion of MATH 115, MATH 234, or equivalent and CHEM 102 is required",,
NRES,202,American Environmental History ,3,,"CS, HUM","HP, WCC"
NRES,210,Environmental Economics ,3,,SBS,SS
NRES,219,Applied Ecology ,3,,,
NRES,220,Communicating Agriculture ,3,,ACP,
NRES,223,Watching the Environment ,3,,SBS,SS
NRES,224,Social Justice and Environment ,3,,"SBS, CS","SS, US"
NRES,242,Nature and American Culture ,3,,CS,WCC
NRES,270,Applied Entomology ,3,,,
NRES,285,Field Experience ,1 or 2,NRES 201 and NRES 219,,
NRES,287,Environment and Society ,3,NRES 102 and sophomore or higher standing,"SBS, CS","SS, WCC"
NRES,293,Professional Internship ,1 to 4,Consent of academic advisor or Department Internship Coordinator,,
NRES,294,Resident Internship ,1 to 4,Consent of academic advisor or Department Internship Coordinator,,
NRES,295,Undergrad Research or Thesis ,1 to 4,"Junior standing, cumulative GPA of 2",,
NRES,298,Undergraduate Seminar ,1 to 3,Junior standing,,
NRES,302,Dendrology ,4,IB 103,,
NRES,310,Natural Resource Economics ,3,,,
NRES,325,Natural Resource Policy Mgmt ,3,ECON 102 or ACE 100,,
NRES,330,Environmental Communications ,3,,,
NRES,340,Environ Social Sci Res Meth ,3,STAT 100 or equivalent,,
NRES,348,Fish and Wildlife Ecology ,3,IB 203 or NRES 219,,
NRES,351,Introduction to Environmental Chemistry ,3,Successful completion of MATH 234 (or equivalent) and CHEM 104 is required,,
NRES,352,Plant Genetics ,4,,,
NRES,362,Ecology of Invasive Species ,3,NRES 219 or similar introductory course in ecology,,
NRES,368,Vertebrate Natural History ,4,,,
NRES,370,Environmental Sustainability ,3,,,
NRES,396,UG Honors Research or Thesis ,1 to 4,"This course is restricted to students who have junior or senior standing, admission to the ACES Honors Program, and consent of instructor",,
NRES,401,Watershed Hydrology ,3,"CHEM 102, completion of the Quantitative Reasoning I requirement, and completion of the statistics requirement",,
NRES,403,Watersheds and Water Quality ,3,"One of MATH 220, MATH 221, MATH 234",,
NRES,406,Fluvial Geomorphology ,4,,,
NRES,407,Wildlife Population Ecology ,4,NRES 348,,
NRES,409,Fishery Ecol and Conservation ,4,NRES 348,,
NRES,415,Native Plant ID and Floristics ,4,,,
NRES,416,Forest Biology ,3,NRES 419 and NRES 302 or HORT 301,,
NRES,417,Principles of Wetland Science and Conservation ,4,Knowledge equivalent to completion of an introductory soils course and a course in basic ecology,,
NRES,418,Wetland Ecology & Management ,3,"NRES 201 and NRES 219, or consent of instructor",,
NRES,419,Env and Plant Ecosystems ,3,NRES 219 or LA 450 or IB 103 and CHEM 104 or NRES 201,ACP,
NRES,420,Restoration Ecology ,4,NRES 219 or LA 450,,
NRES,421,Quantitative Methods in NRES ,3,"One of MATH 220, MATH 221, MATH 234; completion of the statistics requirement",,
NRES,422,Earth Systems Modeling ,4,,,
NRES,425,Natural Resources Law & Policy ,3,Junior standing,,
NRES,426,Renewable Energy Policy ,3,Junior standing,,
NRES,427,Modeling Natural Resources ,4,"One of MATH 220, MATH 221, MATH 234",,
NRES,428,Valuing Nature ,3,NRES 287,,
NRES,429,Aquatic Ecosystem Conservation ,3,"CHEM 102 and PHYS 101 or PHYS 140, and  MATH 220 or MATH 221 or MATH 234, and IB 203 or NRES 219",,
NRES,431,Plants and Global Change ,3,,,
NRES,434,"Environment, Policy, and Conflict ",3,Restricted to students with Junior or Senior standing,,
NRES,438,Soil Nutrient Cycling ,3,"IB 203 or NRES 219, and NRES 201",,
NRES,439,Env and Sustainable Dev ,3,NRES 219 or ACE 210,,
NRES,440,Applied Statistical Methods I ,4,,,
NRES,441,Biogeography ,3,,,
NRES,442,Mammalogy ,4,,,
NRES,445,Statistical Methods ,4,,,
NRES,446,Sustainable Planning Seminar ,4,,,
NRES,452,Community Ecology ,3,,,
NRES,454,GIS in Natural Resource Mgmt ,4,,,
NRES,455,Advanced GIS for Environmental Management ,3,NRES 454 or GGIS 379,,
NRES,456,Integrative Ecosystem Management ,3,Senior standing; NRES 219 and NRES 287,,
NRES,460,Aerial Photo Analysis ,3 or 4,,,
NRES,461,Ornithology ,4,,,
NRES,462,Ecosystem Ecology ,3,,,
NRES,463,Ichthyology ,4,,,
NRES,464,Herpetology ,4,,,
NRES,465,Landscape Ecology ,3,"NRES 219 or equivalent, NRES 454 or equivalent",,
NRES,471,Pedology ,3,NRES 201,,
NRES,472,Environmental Psychology ,4,Jr,,
NRES,473,Soil Testing Practicum ,2 or 3,NRES 201,,
NRES,474,Soil and Water Conservation ,3,NRES 201,,
NRES,475,Environmental Microbiology ,3,NRES 201 and CHEM 104,,
NRES,477,Introduction to Remote Sensing ,3,,,
NRES,480,Human-Wildlife Interactions ,3,NRES 348 or equivalent,,
NRES,482,Aquatic Biogeochemistry ,3,"NRES 201, NRES 219",,
NRES,485,Stream Ecosystem Management ,4,NRES 219 or similar introductory course in ecology,,
NRES,487,Soil Chemistry ,3,NRES 201 and CHEM 104,,
NRES,488,Soil Fertility and Fertilizers ,3,NRES 201,,
NRES,490,Surface Water System Chemistry ,4,"CHEM 104; one of MATH 220, MATH 221, MATH 234",,
NRES,499,Special Topics ,1 to 4,,,
NRES,500,Graduate Seminar ,0 to 1,,,
NRES,501,Special Problems ,0 to 4,,,
NRES,502,Research Methods in NRES ,4,One upper division course is recommended,,
NRES,503,Capstone Research Project ,1 to 8,Consent of the Academic and Research Advisors,,
NRES,504,Critical Issues Recreation Mgt ,4,,,
NRES,505,Capstone Internship Experience ,1 to 8,Consent of Academic Advisor,,
NRES,508,Community & Natural Resources ,4,"Upper-level undergraduate course or graduate course in social science related to natural resources or environmental issues in NRES, Geography, Human and Community Development, Political Science, Psychology, Recreation Sport and Tourism, Sociology, or related field",,
NRES,510,Adv Natural Resource Economics ,4,,,
NRES,511,Principles of Applied Ecology ,4,At least one undergraduate or graduate course in biology or ecology,,
NRES,512,Discussions in NRES ,1 to 2,,,
NRES,516,Ecosystem Biogeochemistry ,4,,,
NRES,517,Advanced Wetland Theory and Techniques ,4,NRES 417,,
NRES,527,Wetland Science and Conservation in Context ,4,NRES 417,,
NRES,572,Chemistry of Soil Fertility ,4,NRES 201 and CHEM 222,,
NRES,586,Soil Organic Matter ,4,CHEM 232,,
NRES,592,Sustainable Urban Systems ,4,,,
NRES,593,Statistical Methods in Ecology ,4,"At least one course in ecology, including basic concepts of population and community ecology, and at least one course in statistics, including basic concepts of sampling, hypothesis testing, and techniques such as t-tests, linear regression, and ANOVA (e",,
NRES,594,NRES Professional Orientation ,1,,,
NRES,595,Advanced Quantitative Techniques for Ecology and Conservation ,4,"Successful completion of NRES 593 is recommended, or some prior familiarity with statistical data analysis is helpful",,
NRES,598,Experimental Graduate Courses ,1 to 4,,,
NRES,599,Thesis Research ,0 to 12,,,
NS,100,Leadership Laboratory ,0,,,
NS,101,Introduction to Naval Science ,2,Consent of instructor,,
NS,102,Sea Power and Maritime Affairs ,2,No prerequisite for non-NROTC students,,
NS,120,Intro to US Armed Forces ,3,,HUM,HP
NS,204,Navigation/Naval Operations I ,3,Consent of instructor,,
NS,303,Leadership and Management ,3,No prerequisite for non-NROTC students,,
NS,305,Introduction to Naval Engineering ,3,Consent of instructor,,
NS,306,Naval Weapons Systems ,3,Consent of instructor,,
NS,307,Navigation/Naval Operations II ,3,NS 204 ,,
NS,308,Leadership and Ethics ,3,NS 303 for NROTC students only,,
NS,321,Evolution of Warfare ,3,,,
NS,323,Maneuver Warfare Fundamentals ,3,Advanced undergraduate standing or consent of instructor,,
NUTR,417,Neuroscience of Eating & Drinking ,3 or 4,,,
NUTR,420,Nutritional Aspects of Disease ,3,,,
NUTR,422,Companion Animal Nutrition ,3,,,
NUTR,424,Pet Food & Feed Manufacturing ,3,,,
NUTR,426,Biochemical Nutrition I ,3,,,
NUTR,427,Biochemical Nutrition II ,3,,,
NUTR,428,Community Nutrition ,3,,,
NUTR,440,Applied Statistical Methods I ,4,,,
NUTR,500,Nutritional Sciences Seminar ,0 or 1,,,
NUTR,510,Topics in Nutrition Research ,1 to 3,Advanced Biochemistry,,
NUTR,511,Regulation of Metabolism ,4,"MCB 450, MCB 244, MCB 246 and FSHN 426/ANSC 520 (or equivalent courses in biochemistry, physiology and nutrition)",,
NUTR,520,Protein and Energy Nutrition ,3,,,
NUTR,521,Molecular Basis of Metabolic Syndrome and Weight Management ,3,,,
NUTR,522,Dietary Prevention of Cardiovascular and Other Chronic Diseases ,3,,,
NUTR,523,Techniques in Animal Nutrition ,3,,,
NUTR,524,Nonruminant Nutrition Concepts ,2,,,
NUTR,526,Adv Companion Animal Nutrition ,3,,,
NUTR,527,Advanced Vitamins and Minerals: Regulations of Metabolism ,3,,,
NUTR,550,Grantsmanship and Ethics ,3,Advanced nutritional biochemistry and statistics,,
NUTR,561,Advanced Clinical Nutrition ,2,Upper division course in physiology and a course in clinical nutrition,,
NUTR,580,"Ethics in Research, IRB and IACUC ",3,,,
NUTR,581,US Food Regulations ,4,Restricted to graduate students,,
NUTR,582,Personalized Nutrition ,4,Restricted to graduate students,,
NUTR,583,Nutrition Policy ,4,Restricted to graduate students,,
NUTR,590,Disciplinary Seminar ,0 to 2,,,
NUTR,591,Animal Sciences Seminar ,0 to 2,,,
NUTR,593,Individual Topics in Nutrition ,1 or 2,Consent of instructor,,
NUTR,599,Thesis Research ,0 to 12,,,
PATH,290,Undergraduate Research ,1 to 5,Consent of instructor,,
PATH,394,Pathobiology ,1 to 4,Consent of instructor,,
PATH,410,Comparative Immunobiology ,4,,,
PATH,433,Virology & Viral Pathogenesis ,3,"MCB 300 or MCB 354, or consent of instructor",,
PATH,439,Health Applications of GIS ,3,,,
PATH,494,Pathobiology ,1 to 4,Consent of instructor,,
PATH,511,Seminar in Prod/Pop Medicine ,1,"Graduate standing in CVM; VM 608 or equivalent epidemiology course (requires third year standing in the professional curriculum) and consent of instructors; for graduate students outside CVM, consent of instructors required",,
PATH,515,Mechanisms Microbial Infection ,3 or 4,"MCB 426 or VM 605, or equivalent; consent of instructor",,
PATH,516,Epidemiology Infectious Dis ,3,"Epidemiology class (VM 608 or equivalent), or consent of instructor",,
PATH,517,Principle/Method Epidemiology ,4,Graduate student standing or consent of instructor,,
PATH,519,Mechanisms Viral Pathogenesis ,3,PATH 433 or VM 607 or consent of instructor,,
PATH,520,Applied Epidemiology ,4,,,
PATH,521,Biophysics of Viruses ,2,Graduate standing,,
PATH,523,Responsible Conduct of Biomedical Research ,2,,,
PATH,524,Biostatistics ,4,,,
PATH,527,Parasitology/Epidemiology Sem ,1,Credit or concurrent registration in VM 607,,
PATH,530,The Microbiome: Ecology & Analysis ,3,"A working knowledge of microbiology, genetics, and statistics is recommended",,
PATH,534,Pathogenomics ,3,,,
PATH,542,Ocular Pathology ,1,Veterinary anatomic pathology residents or veterinary ophthalmology residents and interested UIUC medical students,,
PATH,545,Vet Diagnostic Path 1 ,0 to 6,"Graduate veterinarian, graduate student with major in pathology, and consent of instructors",,
PATH,546,Vet Diagnostic Path 2 ,0 to 6,PATH 545 and consent of instructors,,
PATH,547,Pathology Seminar ,0 to 1,"Credit or concurrent registration in PATH 545, and consent of instructor",,
PATH,551,Interpretive Cytopathology ,1,,,
PATH,552,Diagnostic Cytology ,2 or 4,"DVM degree or equivalent, clinical pathology graduate student or consent of instructor",,
PATH,555,Comparative Oncology ,4,"VM 605 and VM 608, or equivalent",,
PATH,556,Exotic/Wild Animal Diag Path 1 ,1 or 2,VM 605 and VM 608; consent of instructor,,
PATH,557,Exotic/Wild Animal Diag Path 2 ,0 to 2,PATH 556 or equivalent or consent of instructor,,
PATH,558,Exotic/Wild Animal Path Sem ,0 to 1,Concurrent enrollment in PATH 556 or PATH 557 or consent of instructor,,
PATH,559,Surgical Pathology ,0 to 2,"PATH 545 and PATH 546, or equivalent; consent of instructor",,
PATH,560,Spatial Epidemiology ,4,"CHLH 474 or equivalent, or VM 608 or PATH 517 or equivalent; PATH 524 or SOC 485 or equivalent",,
PATH,575,Vet Info Tech/Computer App ,1,Two years of work experience as a veterinarian (post-graduate DVM) or consent of instructor; priority will be given to students enrolled in the Executive Veterinary Program,,
PATH,576,Communication Vet Consultation ,1,Two years of work experience as a veterinarian (post-graduate DVM) or consent of instructor; priority will be given to students enrolled in the Executive Veterinary Program,,
PATH,577,Vet Leadership Organ Behavior ,2,Two years of work experience as a veterinarian (post-graduate DVM) or consent of instructor; priority will be given to students enrolled in the Executive Veterinary Program,,
PATH,578,Veterinary Business Management ,4,Two years of work experience as a veterinarian (post-graduate DVM) or consent of instructor; priority will be given to students enrolled in the Executive Veterinary Program,,
PATH,579,Adv Concept Swine Health Med 1 ,3,Two years of work experience as a veterinarian (post-graduate DVM) or consent of instructor; priority will be given to students enrolled in the Executive Veterinary Program,,
PATH,590,Seminar ,0 or 1,,,
PATH,592,Special Problems ,1 to 4,Consent of instructor,,
PATH,596,Interdisciplinary Tox Sem ,1,,,
PATH,598,Non-Thesis Research ,1 to 8,Must be Graduate Veterinarian,,
PATH,599,Thesis Research ,0 to 16,,,
PATH,629,Emergency Preparedness and Response to Foreign Animal Diseases ,2,"Restricted to students enrolled in the first three years of the DVM Professional curriculum or graduate students in epidemiology, public health, or biology-related discipline, or by permission of instructor",,
PATH,644,Bioscientific Writing ,1,Enrollment in the veterinary curriculum and consent of instructor,,
PATH,692,Special Problems ,1 to 3,Registration in veterinary curriculum with grade-point average of 3,,
PBIO,599,Thesis Research ,0 to 16,,,
PERS,199,Undergraduate Open Seminar ,1 to 5,,,
PERS,201,Elementary Persian I ,5,,,
PERS,202,Elementary Persian II ,5,PERS 201 or equivalent,,
PERS,403,Intermediate Persian I ,4,PERS 202,,
PERS,404,Intermediate Persian II ,4,PERS 403,,
PERS,453,Advanced Persian I ,3 or 4,PERS 403 and PERS 404; or consent of Persian Studies Program Director (determined after placement test taken by student),,
PERS,454,Advanced Persian II ,3 or 4,PERS 453; or consent of Persian Studies Program Director (determined after placement test taken by student),,
PHIL,100,Intro to Philosophy-ACP ,3,Completion of campus Composition I general education requirement,"ACP, HUM",HP
PHIL,101,Introduction to Philosophy ,3,,HUM,HP
PHIL,102,Logic and Reasoning ,3,,HUM,HP
PHIL,103,Logic and Reasoning QR II ,3,,"HUM, QR","HP, QR1, QR2"
PHIL,104,Intro to Ethics-ACP ,3,Completion of campus Composition I general education requirement,"ACP, HUM",HP
PHIL,105,Introduction to Ethics ,3,,HUM,HP
PHIL,106,Ethics and Social Policy ,3,,SBS,SS
PHIL,107,Intro to Political Philosophy ,3,,SBS,SS
PHIL,108,Religion & Society in West I ,3,,"CS, HUM","HP, WCC"
PHIL,109,Religion & Society in West II ,3,,"CS, HUM","HP, WCC"
PHIL,110,World Religions ,3,,"CS, HUM","HP, NW"
PHIL,199,Undergraduate Open Seminar ,1 to 5,,,
PHIL,201,Philosophy in Literature ,3,,,
PHIL,202,Symbolic Logic ,3,,QR,QR1
PHIL,203,Ancient Philosophy ,4,,HUM,HP
PHIL,206,Early Modern Philosophy ,4,,HUM,HP
PHIL,210,Ethics ,3,,HUM,HP
PHIL,214,Biomedical Ethics ,3,,HUM,HP
PHIL,222,Philosophical Foundations of Computer Science ,3,,HUM,HP
PHIL,223,Minds & Machines ,3,,HUM,HP
PHIL,230,Philosophy of Religion Intro ,3,,HUM,HP
PHIL,231,Religion and Philosophy ,3,,HUM,HP
PHIL,250,Conceptions of Human Nature ,3,,HUM,HP
PHIL,270,Philosophy of Science ,3,,HUM,HP
PHIL,307,Elmnts Semantics & Pragmatics ,3,,,
PHIL,316,Ethics and Engineering ,3,,"ACP, HUM",HP
PHIL,351,Thinking and Reasoning ,3,,,
PHIL,380,Current Controversies ,3,,,
PHIL,390,Individual Study ,2 to 4,Open to juniors and seniors with a grade-point average of 3,,
PHIL,404,Medieval Philosophy ,3 or 4,PHIL 101 or PHIL 203,,
PHIL,407,Logic and Linguistic Analysis ,3 or 4,,,
PHIL,410,Classical Ancient Philosophers ,3 or 4,"One course in philosophy, preferably PHIL 203",,
PHIL,411,Nineteenth Century Philosophy ,3 or 4,One course in philosophy,,
PHIL,412,Classical Modern Philosophers ,3 or 4,"One course in philosophy, preferably PHIL 206",,
PHIL,414,Major Recent Philosophers ,3 or 4,One course in philosophy,,
PHIL,419,"Space, Time, and Matter-ACP ",3 or 4,,ACP,
PHIL,420,"Space, Time, and Matter ",2,,,
PHIL,421,Ethical Theories ,3 or 4,One course in philosophy,,
PHIL,422,Recent Developments in Ethics ,3 or 4,One course in ethics,,
PHIL,424,Philosophy of Religion ,3 or 4,One course in philosophy,,
PHIL,425,Philosophy of Mind ,3 or 4,One course in philosophy,,
PHIL,426,Metaphysics ,3 or 4,One course in philosophy,,
PHIL,429,Value Theory ,3 or 4,Junior standing,,
PHIL,430,Theory of Knowledge ,3 or 4,One course in philosophy,,
PHIL,433,Evolutionary Neuroscience ,3 or 4,,,
PHIL,435,Social Philosophy ,3 or 4,One course in philosophy,,
PHIL,436,Phil of Law and of the State ,3 or 4,One course in philosophy,,
PHIL,438,Philosophy of Language ,3 or 4,One course in philosophy,,
PHIL,439,Philosophy of Mathematics ,3 or 4,One course in philosophy,,
PHIL,440,Ethics of Artificial Intelligence ,3 or 4,Either one philosophy course or at least Junior standing,,
PHIL,441,Existential Philosophy ,3 or 4,One course in philosophy,,
PHIL,442,The AI Revolution ,3 or 4,At least one philosophy course,,
PHIL,443,Phenomenology ,3 or 4,One course in philosophy,,
PHIL,453,Formal Logic and Philosophy ,3 or 4,PHIL 202 or consent of instructor,,
PHIL,454,Advanced Symbolic Logic ,3 or 4,PHIL 202 or consent of instructor,QR,"QR1, QR2"
PHIL,458,Advances in Brain and Cognitive Science ,3,,,
PHIL,460,Philosophy of Statistics ,3 or 4,"At least one course in philosophy, and at least one course in statistics",,
PHIL,471,Contemporary Phil of Science ,3 or 4,One course in philosophy,,
PHIL,472,Kierkegaard and the Self ,3 or 4,,,
PHIL,477,Philosophy of Psychology ,3 or 4,Two courses in philosophy or two courses in psychology or consent of instructor,,
PHIL,492,Thesis ,2 to 4,Open to seniors with a grade-point average of 3,,
PHIL,499,Capstone Seminar ,3,"PHIL 202, PHIL 203, PHIL 206, PHIL 222, PHIL 223",,
PHIL,501,Seminar on the History of Philosophy ,2 or 4,Consent of instructor for non-philosophy graduate students,,
PHIL,507,Formal Semantics I ,4,,,
PHIL,511,Seminar Ethical Theory ,2 or 4,Consent of instructor for non-philosophy graduate students,,
PHIL,512,Seminar Social Philosophy ,2 or 4,Consent of instructor for non-philosophy graduate students,,
PHIL,513,Seminar Philosophy of Logic ,2 or 4,Consent of instructor for non-philosophy graduate students,,
PHIL,514,Seminar in Cognitive Science ,2 or 4,,,
PHIL,517,Seminar Philosophy of Science ,2 or 4,Consent of instructor for non-philosophy graduate students,,
PHIL,521,Seminar Contemporary Problems ,2 or 4,Consent of instructor for non-philosophy graduate students,,
PHIL,523,Seminar Theory of Knowledge ,2 or 4,Consent of instructor for non-philosophy graduate students,,
PHIL,525,Seminar Philosophy of Mind ,2 or 4,Consent of instructor for non-philosophy graduate students,,
PHIL,530,Dissertation Seminar ,3,Restricted to students satisfying requirements for the Ph,,
PHIL,547,Formal Semantics II ,4,,,
PHIL,551,Pragmatics ,4,,,
PHIL,583,Individual Topics ,2 or 4,,,
PHIL,590,Directed Research ,0 to 12,,,
PHIL,599,Thesis Research ,0 to 16,,,
PHYS,100,Thinking About Physics ,2,Credit or concurrent registration in MATH 220 or MATH 221,,
PHYS,101,College Physics: Mech & Heat ,5,Trigonometry,"NAT, QR","PS, QR1, QR2"
PHYS,102,College Physics: E&M & Modern ,5,PHYS 101,"NAT, QR","PS, QR1, QR2"
PHYS,110,Physics Careers ,0,,,
PHYS,123,Physics Made Easy ,3,,NAT,PS
PHYS,140,How Things Work ,3,,"NAT, QR","PS, QR1, QR2"
PHYS,150,Physics of Societal Issues ,3,,"NAT, QR","PS, QR1, QR2"
PHYS,192,Science and Pseudoscience ,1,,,
PHYS,193,Physics of Music ,2,,,
PHYS,194,Behavior of Complex Systems ,1,,,
PHYS,199,Undergraduate Open Seminar ,0 to 5,,,
PHYS,211,University Physics: Mechanics ,4,Credit or concurrent registration in MATH 231,"NAT, QR","PS, QR1, QR2"
PHYS,212,University Physics: Elec & Mag ,4,PHYS 211; credit or concurrent registration in MATH 241,"NAT, QR","PS, QR1, QR2"
PHYS,213,Univ Physics: Thermal Physics ,2,PHYS 211; credit or concurrent registration in MATH 241,,
PHYS,214,Univ Physics: Quantum Physics ,2,PHYS 212,,
PHYS,221,Enrichment Mechanics ,1,PHYS 100; concurrent registration in PHYS 211,,
PHYS,222,Enrichment E & M ,1,PHYS 100; concurrent registration in PHYS 212,,
PHYS,225,Relativity & Math Applications ,2,Credit or concurrent registration in PHYS 212,,
PHYS,246,Physics on the Silicon Prairie: An Introduction to Modern Computational Physics ,2,PHYS 211,,
PHYS,280,Nuclear Weapons & Arms Control ,3,,ACP,
PHYS,298,First-Year/Sophomore Special Topics in Physics ,0 to 4,See Class Schedule or departmental course information for topics and prerequisites,,
PHYS,325,Classical Mechanics I ,3,PHYS 225; credit or concurrent registration in MATH 285 or MATH 286,,
PHYS,326,Classical Mechanics II ,3,PHYS 325,,
PHYS,329,Atmospheric Dynamics I ,3,,,
PHYS,330,Atmospheric Dynamics II ,3,,,
PHYS,370,Introduction to Quantum Information and Computing ,3,PHYS 214,,
PHYS,371,Project Design and Execution in a Physics Context ,3,"PHYS 212; CS 101 or CS 124 or PHYS 246, or else extensive experience with programming a high-level computer language obtained elsewhere",,
PHYS,394,Pedagogy and Teaching Physics for Learning Assistants ,2,Instructor Approval Required,,
PHYS,395,Studies on the Pedagogy and Structure of the Physics Learning Assistant Program ,1,PHYS 394,,
PHYS,398,Sophomore/Junior Special Topics in Physics ,1 to 4,See Class Schedule or departmental course information for topics and prerequisites,,
PHYS,401,Classical Physics Lab ,3,PHYS 325; credit or concurrent enrollment in PHYS 435 or ECE 329,,
