course_number,course_title,credit_hours,major
ECE 416,Biosensors,3,"Mechanical Engineering, BS"
ECE 417,Multimedia Signal Processing,4,"Mechanical Engineering, BS"
ECE 418,Image & Video Processing,4,"Mechanical Engineering, BS"
ECE 419,Security Laboratory,34,"Mechanical Engineering, BS"
ECE 420,Embedded DSP Laboratory,2,"Mechanical Engineering, BS"
ECE 422,Computer Security I,4,"Mechanical Engineering, BS"
ECE 424,Computer Security II,34,"Mechanical Engineering, BS"
ECE 425,Intro to VLSI System Design,3,"Mechanical Engineering, BS"
ECE 428,Distributed Systems,34,"Mechanical Engineering, BS"
ECE 431,Electric Machinery,4,"Mechanical Engineering, BS"
ECE 435,Computer Networking Laboratory,34,"Mechanical Engineering, BS"
ECE 437,Sensors and Instrumentation,3,"Mechanical Engineering, BS"
ECE 438,Communication Networks,34,"Mechanical Engineering, BS"
ECE 439,Wireless Networks,34,"Mechanical Engineering, BS"
ECE 441,Physcs & Modeling Semicond Dev,3,"Mechanical Engineering, BS"
ECE 444,IC Device Theory & Fabrication,4,"Mechanical Engineering, BS"
ECE 447,Active Microwave Ckt Design,3,"Mechanical Engineering, BS"
ECE 448,Artificial Intelligence,34,"Mechanical Engineering, BS"
ECE 451,Adv Microwave Measurements,3,"Mechanical Engineering, BS"
ECE 452,Electromagnetic Fields,3,"Mechanical Engineering, BS"
ECE 453,Wireless Communication Systems,4,"Mechanical Engineering, BS"
ECE 454,Antennas,3,"Mechanical Engineering, BS"
ECE 455,Optical Electronics,34,"Mechanical Engineering, BS"
ECE 456,Global Nav Satellite Systems,4,"Mechanical Engineering, BS"
ECE 457,Microwave Devices & Circuits,3,"Mechanical Engineering, BS"
ECE 458,Applic of Radio Wave Propag,3,"Mechanical Engineering, BS"
ECE 459,Communications Systems,3,"Mechanical Engineering, BS"
ECE 460,Optical Imaging,4,"Mechanical Engineering, BS"
ECE 462,Logic Synthesis,3,"Mechanical Engineering, BS"
ECE 463,Digital Communications Lab,2,"Mechanical Engineering, BS"
ECE 464,Power Electronics,3,"Mechanical Engineering, BS"
ECE 465,Optical Communications Systems,3,"Mechanical Engineering, BS"
ECE 466,Optical Communications Lab,1,"Mechanical Engineering, BS"
ECE 467,Biophotonics,3,"Mechanical Engineering, BS"
ECE 468,Optical Remote Sensing,3,"Mechanical Engineering, BS"
ECE 469,Power Electronics Laboratory,2,"Mechanical Engineering, BS"
ECE 470,Introduction to Robotics,4,"Mechanical Engineering, BS"
ECE 472,Biomedical Ultrasound Imaging,3,"Mechanical Engineering, BS"
ECE 473,Fund of Engrg Acoustics,34,"Mechanical Engineering, BS"
ECE 476,Power System Analysis,3,"Mechanical Engineering, BS"
ECE 478,Formal Software Development Methods,34,"Mechanical Engineering, BS"
ECE 480,Magnetic Resonance Imaging,34,"Mechanical Engineering, BS"
ECE 481,Nanotechnology,4,"Mechanical Engineering, BS"
ECE 482,Digital IC Design,3,"Mechanical Engineering, BS"
ECE 483,Analog IC Design,3,"Mechanical Engineering, BS"
ECE 486,Control Systems,4,"Mechanical Engineering, BS"
ECE 487,Intro Quantum Electr for EEs,3,"Mechanical Engineering, BS"
ECE 488,Compound Semicond & Devices,3,"Mechanical Engineering, BS"
ECE 489,Robot Dynamics and Control,4,"Mechanical Engineering, BS"
ECE 490,Introduction to Optimization,34,"Mechanical Engineering, BS"
ECE 491,Numerical Analysis,34,"Mechanical Engineering, BS"
ECE 492,Parallel Progrmg: Sci & Engrg,34,"Mechanical Engineering, BS"
ECE 493,Advanced Engineering Math,34,"Mechanical Engineering, BS"
ECE 495,Photonic Device Laboratory,3,"Mechanical Engineering, BS"
ECE 498,Special Topics in ECE (As Approved),04,"Mechanical Engineering, BS"
ECON 302,Inter Microeconomic Theory (As Approved),3,"Mechanical Engineering, BS"
IE 310,Deterministic Models in Optimization,3,"Mechanical Engineering, BS"
IE 311,Operations Research Lab,1,"Mechanical Engineering, BS"
IE 330,Industrial Quality Control,3,"Mechanical Engineering, BS"
IE 340,Human Factors,4,"Mechanical Engineering, BS"
IE 360,Facilities Planning and Design,3,"Mechanical Engineering, BS"
IE 410,Advanced Topics in Stochastic Processes & Applications,34,"Mechanical Engineering, BS"
IE 411,Optimization of Large Systems,34,"Mechanical Engineering, BS"
IE 412,OR Models for Mfg Systems,34,"Mechanical Engineering, BS"
IE 413,Simulation,34,"Mechanical Engineering, BS"
IE 420,Financial Engineering,34,"Mechanical Engineering, BS"
IE 430,Economic Found of Quality Syst,34,"Mechanical Engineering, BS"
IE 431,Design for Six Sigma,3,"Mechanical Engineering, BS"
IE 445,Human Performance and Cognition in Context (As Approved),34,"Mechanical Engineering, BS"
IE 497,Independent Study (As Approved),14,"Mechanical Engineering, BS"
IE 498,Special Topics (As Approved),14,"Mechanical Engineering, BS"
MATH 347,Fundamental Mathematics,3,"Mechanical Engineering, BS"
MATH 357,Numerical Methods I,3,"Mechanical Engineering, BS"
MATH 403,Euclidean Geometry,34,"Mechanical Engineering, BS"
MATH 412,Graph Theory,34,"Mechanical Engineering, BS"
MATH 413,Intro to Combinatorics,34,"Mechanical Engineering, BS"
MATH 414,Mathematical Logic,34,"Mechanical Engineering, BS"
MATH 417,Intro to Abstract Algebra,34,"Mechanical Engineering, BS"
MATH 418,Intro to Abstract Algebra II,34,"Mechanical Engineering, BS"
MATH 423,Differential Geometry,34,"Mechanical Engineering, BS"
MATH 424,Honors Real Analysis,3,"Mechanical Engineering, BS"
MATH 425,Honors Advanced Analysis,3,"Mechanical Engineering, BS"
MATH 427,Honors Abstract Algebra,3,"Mechanical Engineering, BS"
MATH 428,Honors Topics in Mathematics (As Approved),3,"Mechanical Engineering, BS"
MATH 432,Set Theory and Topology,34,"Mechanical Engineering, BS"
MATH 442,Intro Partial Diff Equations,34,"Mechanical Engineering, BS"
MATH 444,Elementary Real Analysis,34,"Mechanical Engineering, BS"
MATH 446,Applied Complex Variables,34,"Mechanical Engineering, BS"
MATH 447,Real Variables,34,"Mechanical Engineering, BS"
MATH 448,Complex Variables,34,"Mechanical Engineering, BS"
MATH 450,Numerical Analysis,34,"Mechanical Engineering, BS"
MATH 453,Number Theory,34,"Mechanical Engineering, BS"
MATH 464,Statistics and Probability II,34,"Mechanical Engineering, BS"
MATH 473,Algorithms,4,"Mechanical Engineering, BS"
MATH 475,Formal Models of Computation,34,"Mechanical Engineering, BS"
MATH 481,Vector and Tensor Analysis,34,"Mechanical Engineering, BS"
MATH 482,Linear Programming,34,"Mechanical Engineering, BS"
MATH 484,Nonlinear Programming,34,"Mechanical Engineering, BS"
MATH 487,Advanced Engineering Math,34,"Mechanical Engineering, BS"
MATH 489,Dynamics & Differential Eqns,34,"Mechanical Engineering, BS"
MATH 490,Advanced Topics in Mathematics (As Approved),14,"Mechanical Engineering, BS"
MATH 492,Undergraduate Research in Math (As Approved),13,"Mechanical Engineering, BS"
MCB 401,Cellular Physiology,3,"Mechanical Engineering, BS"
MCB 402,Sys & Integrative Physiology,3,"Mechanical Engineering, BS"
MCB 450,Introductory Biochemistry,3,"Mechanical Engineering, BS"
MCB 493,Special Topics Mol Cell Biol (As Approved),14,"Mechanical Engineering, BS"
MSE 304,Electronic Properties of Matls,3,"Mechanical Engineering, BS"
MSE 307,Materials Laboratory I,3,"Mechanical Engineering, BS"
MSE 308,Materials Laboratory II,3,"Mechanical Engineering, BS"
MSE 401,Thermodynamics of Materials,3,"Mechanical Engineering, BS"
MSE 402,Kinetic Processes in Materials,3,"Mechanical Engineering, BS"
MSE 403,Synthesis of Materials,3,"Mechanical Engineering, BS"
MSE 405,Microstructure Determination,3,"Mechanical Engineering, BS"
MSE 406,Thermal-Mech Behavior of Matls,3,"Mechanical Engineering, BS"
MSE 420,Ceramic Materials & Properties,3,"Mechanical Engineering, BS"
MSE 421,Ceramic Processing,34,"Mechanical Engineering, BS"
MSE 422,Electrical Ceramics,3,"Mechanical Engineering, BS"
MSE 440,Mechanical Behavior of Metals,3,"Mechanical Engineering, BS"
MSE 441,Metals Processing,3,"Mechanical Engineering, BS"
MSE 443,Design of Engineering Alloys,3,"Mechanical Engineering, BS"
MSE 450,Polymer Science & Engineering,34,"Mechanical Engineering, BS"
MSE 453,Plastics Engineering,3,"Mechanical Engineering, BS"
MSE 455,Macromolecular Solids,3,"Mechanical Engineering, BS"
MSE 456,Mechanics of Composites,3,"Mechanical Engineering, BS"
MSE 457,Polymer Chemistry,34,"Mechanical Engineering, BS"
MSE 458,Polymer Physics,34,"Mechanical Engineering, BS"
MSE 460,Electronic Materials I,3,"Mechanical Engineering, BS"
MSE 461,Electronic Materials II,3,"Mechanical Engineering, BS"
MSE 466,Electrochemical Energy Conversion,3,"Mechanical Engineering, BS"
MSE 470,Design and Use of Biomaterials,3,"Mechanical Engineering, BS"
MSE 473,Biomolecular Materials Science,3,"Mechanical Engineering, BS"
MSE 474,Biomaterials and Nanomedicine,3,"Mechanical Engineering, BS"
MSE 480,Surfaces and Colloids,34,"Mechanical Engineering, BS"
MSE 481,Electron Microscopy,34,"Mechanical Engineering, BS"
MSE 485,Atomic Scale Simulations,34,"Mechanical Engineering, BS"
MSE 487,Materials for Nanotechnology,34,"Mechanical Engineering, BS"
MSE 488,Optical Materials,34,"Mechanical Engineering, BS"
MSE 489,Matl Select for Sustainability,34,"Mechanical Engineering, BS"
MSE 497,Independent Study (As Approved),14,"Mechanical Engineering, BS"
MSE 498,Special Topics (As Approved),14,"Mechanical Engineering, BS"
NPRE 330,Materials in Nuclear Engineering,3,"Mechanical Engineering, BS"
NPRE 402,Nuclear Power Engineering,34,"Mechanical Engineering, BS"
NPRE 412,Nuclear Power Econ & Fuel Mgmt,34,"Mechanical Engineering, BS"
NPRE 421,Plasma and Fusion Science,3,"Mechanical Engineering, BS"
NPRE 423,Plasma Laboratory,2,"Mechanical Engineering, BS"
NPRE 429,Plasma Engineering,3,"Mechanical Engineering, BS"
NPRE 435,Radiological Imaging,3,"Mechanical Engineering, BS"
NPRE 441,Radiation Protection,4,"Mechanical Engineering, BS"
NPRE 442,Radioactive Waste Management,3,"Mechanical Engineering, BS"
NPRE 448,Nuclear Syst Engrg & Design,4,"Mechanical Engineering, BS"
NPRE 451,NPRE Laboratory,3,"Mechanical Engineering, BS"
NPRE 455,Neutron Diffusion & Transport,4,"Mechanical Engineering, BS"
NPRE 457,Safety Anlys Nucl Reactor Syst,34,"Mechanical Engineering, BS"
NPRE 461,Probabilistic Risk Assessment,34,"Mechanical Engineering, BS"
NPRE 470,Fuel Cells & Hydrogen Sources,3,"Mechanical Engineering, BS"
NPRE 475,Wind Power Systems,34,"Mechanical Engineering, BS"
NPRE 498,Special Topics (As Approved),14,"Mechanical Engineering, BS"
PHYS 330,Atmospheric Dynamics II,3,"Mechanical Engineering, BS"
PHYS 401,Classical Physics Lab,3,"Mechanical Engineering, BS"
PHYS 402,Light,34,"Mechanical Engineering, BS"
PHYS 403,Modern Experimental Physics,45,"Mechanical Engineering, BS"
PHYS 404,Electronic Circuits,45,"Mechanical Engineering, BS"
PHYS 406,Acoustical Physics of Music,4,"Mechanical Engineering, BS"
PHYS 427,Thermal & Statistical Physics,4,"Mechanical Engineering, BS"
PHYS 435,Electromagnetic Fields I,3,"Mechanical Engineering, BS"
PHYS 436,Electromagnetic Fields II,3,"Mechanical Engineering, BS"
PHYS 460,Condensed Matter Physics,4,"Mechanical Engineering, BS"
PHYS 466,Atomic Scale Simulations,34,"Mechanical Engineering, BS"
PHYS 470,Subatomic Physics,4,"Mechanical Engineering, BS"
PHYS 475,Introduction to Biophysics,34,"Mechanical Engineering, BS"
PHYS 485,Atomic Phys & Quantum Theory,3,"Mechanical Engineering, BS"
PHYS 486,Quantum Physics I,4,"Mechanical Engineering, BS"
PHYS 487,Quantum Physics II,4,"Mechanical Engineering, BS"
PHYS 496,Communicating in Physics—Writing Papers and Giving Talks (As Approved),3,"Mechanical Engineering, BS"
PHYS 497,Individual Study (As Approved),14,"Mechanical Engineering, BS"
PHYS 498,Special Topics in Physics (As Approved),14,"Mechanical Engineering, BS"
SE 400,Engineering Law (As Approved),34,"Mechanical Engineering, BS"
SE 402,Comp-Aided Product Realization,34,"Mechanical Engineering, BS"
SE 411,Reliability Engineering,34,"Mechanical Engineering, BS"
SE 412,Nondestructive Evaluation,34,"Mechanical Engineering, BS"
SE 413,Engineering Design Optimization,34,"Mechanical Engineering, BS"
SE 420,Digital Control Systems,4,"Mechanical Engineering, BS"
SE 422,Robot Dynamics and Control,4,"Mechanical Engineering, BS"
SE 423,Mechatronics,3,"Mechanical Engineering, BS"
SE 424,State Space Design for Control,3,"Mechanical Engineering, BS"
SE 450,Decision Analysis I (As Approved),34,"Mechanical Engineering, BS"
SE 497,Independent Study (As Approved),04,"Mechanical Engineering, BS"
SE 498,Special Topics (As Approved),14,"Mechanical Engineering, BS"
STAT 409,Actuarial Statistics II,4,"Mechanical Engineering, BS"
STAT 410,Statistics and Probability II,34,"Mechanical Engineering, BS"
STAT 420,Methods of Applied Statistics,34,"Mechanical Engineering, BS"
STAT 424,Design of Experiments,34,"Mechanical Engineering, BS"
STAT 425,Statistical Modeling I,34,"Mechanical Engineering, BS"
STAT 426,Statistical Modeling II,34,"Mechanical Engineering, BS"
STAT 428,Statistical Computing,34,"Mechanical Engineering, BS"
STAT 429,Time Series Analysis,34,"Mechanical Engineering, BS"
STAT 430,Topics in Applied Statistics (As Approved),34,"Mechanical Engineering, BS"
STAT 440,Statistical Data Management,34,"Mechanical Engineering, BS"
STAT 443,Professional Statistics (As Approved),34,"Mechanical Engineering, BS"
STAT 448,Advanced Data Analysis,4,"Mechanical Engineering, BS"
STAT 480,Big Data Analytics,34,"Mechanical Engineering, BS"
TE 461,Technology Entrepreneurship (As Approved),3,"Mechanical Engineering, BS"
TMGT 460,Business Process Modeling,3,"Mechanical Engineering, BS"
TMGT 461,"Tech, Eng, & Mgt Final Project",4,"Mechanical Engineering, BS"
MACS 101,Introduction to the Media,3,"Media & Cinema Studies, BS"
MACS 361,Film Theory,,"Media & Cinema Studies, BS"
MACS 261,Survey of World Cinema I,,"Media & Cinema Studies, BS"
MACS 262,Survey of World Cinema II,,"Media & Cinema Studies, BS"
MACS 350,Film Analysis and Criticism,,"Media & Cinema Studies, BS"
MACS 150,Introduction to Digital Media Production,,"Media & Cinema Studies, BS"
MACS 205,Introduction to Documentary,,"Media & Cinema Studies, BS"
MACS 260,Film Production,,"Media & Cinema Studies, BS"
MACS 320,Popular Culture,,"Media & Cinema Studies, BS"
MACS 326,"New Media, Culture & Society",,"Media & Cinema Studies, BS"
MACS 356,Sex & Gender in Popular Media,,"Media & Cinema Studies, BS"
MACS 361,Film Theory,,"Media & Cinema Studies, BS"
MACS 261,Survey of World Cinema I,,"Media & Cinema Studies, BS"
MACS 262,Survey of World Cinema II,,"Media & Cinema Studies, BS"
MACS 350,Film Analysis and Criticism,,"Media & Cinema Studies, BS"
MACS 351,Media Analysis,,"Media & Cinema Studies, BS"
MACS 260,Film Production,,"Media & Cinema Studies, BS"
MACS 320,Popular Culture,,"Media & Cinema Studies, BS"
MACS 326,"New Media, Culture & Society",,"Media & Cinema Studies, BS"
MACS 356,Sex & Gender in Popular Media,,"Media & Cinema Studies, BS"
MACS 317,Media History,,"Media & Cinema Studies, BS"
MACS 351,Media Analysis,,"Media & Cinema Studies, BS"
MACS 140,Smartphone Cinema,,"Media & Cinema Studies, BS"
MACS 150,Introduction to Digital Media Production,,"Media & Cinema Studies, BS"
MACS 205,Introduction to Documentary,,"Media & Cinema Studies, BS"
MACS 260,Film Production,,"Media & Cinema Studies, BS"
MACS 264,Media Industries,,"Media & Cinema Studies, BS"
MACS 320,Popular Culture,,"Media & Cinema Studies, BS"
MACS 326,"New Media, Culture & Society",,"Media & Cinema Studies, BS"
MACS 356,Sex & Gender in Popular Media,,"Media & Cinema Studies, BS"
MACS 361,Film Theory,,"Media & Cinema Studies, BS"
MACS 205,Introduction to Documentary,,"Media & Cinema Studies, BS"
MACS 261,Survey of World Cinema I,,"Media & Cinema Studies, BS"
MACS 262,Survey of World Cinema II,,"Media & Cinema Studies, BS"
MACS 284,Animated Media from Mickey to GIFs,,"Media & Cinema Studies, BS"
MACS 350,Film Analysis and Criticism,,"Media & Cinema Studies, BS"
MACS 351,Media Analysis,,"Media & Cinema Studies, BS"
MACS 140,Smartphone Cinema,,"Media & Cinema Studies, BS"
MACS 150,Introduction to Digital Media Production,,"Media & Cinema Studies, BS"
MACS 205,Introduction to Documentary,,"Media & Cinema Studies, BS"
MACS 260,Film Production,,"Media & Cinema Studies, BS"
MACS 264,Media Industries,,"Media & Cinema Studies, BS"
MACS 408,TV Studies,,"Media & Cinema Studies, BS"
MACS 410,Media Ethics,,"Media & Cinema Studies, BS"
MACS 466,Japanese Cinema,,"Media & Cinema Studies, BS"
MACS 480,Advanced Filmmaking (MACS 480 and MACS 481 must be taken concurrently),,"Media & Cinema Studies, BS"
MACS 481,Advanced Filmmaking Studio (MACS 480 and MACS 481 must be taken concurrently),,"Media & Cinema Studies, BS"
MACS 484,Media Professionalization,,"Media & Cinema Studies, BS"
MACS 485,Making Video Essays,,"Media & Cinema Studies, BS"
MACS 496,Advanced Media/Cinema Topics,,"Media & Cinema Studies, BS"
EDUC 101,Education Orientation Seminar,1,"Middle Grades Education, BS"
CI 404,Teaching and Assessing Secondary School Students,3,"Middle Grades Education, BS"
CI 410,"Middle School Instruction, Philosophy and Structures",3,"Middle Grades Education, BS"
CI 415,"Language Varieties, Cultures and Learning",3,"Middle Grades Education, BS"
CI 467,Principles in Teaching Literature to Children and Youth,3,"Middle Grades Education, BS"
CI 471,Principles and Practices to Foster Independence in Reading,3,"Middle Grades Education, BS"
CI 476,Teaching Elementary and Middle Grade Language Arts,3,"Middle Grades Education, BS"
EDPR 250,School & Community Experiences (Section MG),4,"Middle Grades Education, BS"
EDPR 442,Educational Practice in Secondary Education (Section MG),12,"Middle Grades Education, BS"
EDUC 201& EDUC 202,"Identity and Difference in Educationand Social Justice, School and Society (or program approved equivalent courses)",6,"Middle Grades Education, BS"
EPSY 201,Educational Psychology,3,"Middle Grades Education, BS"
EPSY 430,Early Adolescent Development,3,"Middle Grades Education, BS"
SPED 405,General Educator's Role in Special Education,3,"Middle Grades Education, BS"
FAA 101,Arts at Illinois,1,"Music - Computer Science & Music, BS"
MUS 100,First-year Seminar for Music Majors,0,"Music - Computer Science & Music, BS"
MUS 101,Music Theory and Practice I,2,"Music - Computer Science & Music, BS"
MUS 102,Music Theory and Practice II,2,"Music - Computer Science & Music, BS"
MUS 201,Music Theory and Practice III,2,"Music - Computer Science & Music, BS"
MUS 202,Music Theory and Practice IV,2,"Music - Computer Science & Music, BS"
MUS 107,Musicianship I,2,"Music - Computer Science & Music, BS"
MUS 108,Musicianship II,2,"Music - Computer Science & Music, BS"
MUS 207,Musicianship III,2,"Music - Computer Science & Music, BS"
MUS 208,Musicianship IV,2,"Music - Computer Science & Music, BS"
MUS 110,Introd Art Mus: Intl Perspect,3,"Music - Computer Science & Music, BS"
MUS 313,The History of Music I,3,"Music - Computer Science & Music, BS"
MUS 314,The History of Music II,3,"Music - Computer Science & Music, BS"
MUS 172,Grp Instr Pno for Mus Major I,2,"Music - Computer Science & Music, BS"
MUS 173,Grp Instr Pno for Mus Maj II,2,"Music - Computer Science & Music, BS"
MUS 105,Computation and Music I,2,"Music - Computer Science & Music, BS"
MUS 205,Computation and Music II,2,"Music - Computer Science & Music, BS"
MUS 209,Musical Acoustics,3,"Music - Computer Science & Music, BS"
MUS 305,Computation and Music III,3,"Music - Computer Science & Music, BS"
MUS 407,Elect Music Techniques I,3,"Music - Computer Science & Music, BS"
MUS 299,Thesis/Adv UG Honors in Music,12,"Music - Computer Science & Music, BS"
CS 124,Introduction to Computer Science I,3,"Music - Computer Science & Music, BS"
CS 128,Introduction to Computer Science II,3,"Music - Computer Science & Music, BS"
CS 173,Discrete Structures,3,"Music - Computer Science & Music, BS"
CS 222,Software Design Lab,1,"Music - Computer Science & Music, BS"
CS 225,Data Structures,4,"Music - Computer Science & Music, BS"
CS 233& CS 341,Computer Architectureand System Programming,8,"Music - Computer Science & Music, BS"
CS 361,Probability & Statistics for Computer Science,3,"Music - Computer Science & Music, BS"
CS 374,Introduction to Algorithms & Models of Computation,4,"Music - Computer Science & Music, BS"
CS 421,Programming Languages & Compilers,3,"Music - Computer Science & Music, BS"
CS 448,Audio Computing Laboratory,34,"Music - Computer Science & Music, BS"
ECE 402,Electronic Music Synthesis,3,"Music - Computer Science & Music, BS"
MATH 220,Calculus (Students must take the ALEKS placement exam for course entry),45,"Music - Computer Science & Music, BS"
MATH 231,Calculus II,3,"Music - Computer Science & Music, BS"
MATH 225,Introductory Matrix Theory,23,"Music - Computer Science & Music, BS"
ENG 100,Grainger Engineering Orientation Seminar (External transfer students take ENG 300.),1,"Neural Engineering, BS"
CHEM 102,General Chemistry I,3,"Neural Engineering, BS"
CHEM 103,General Chemistry Lab I,1,"Neural Engineering, BS"
CHEM 104,General Chemistry II,3,"Neural Engineering, BS"
CHEM 105,General Chemistry Lab II,1,"Neural Engineering, BS"
CHEM 232,Elementary Organic Chemistry I (May be taken for 3 or 4 credit hours; the extra hour may be used to help meet free elective requirements.),4,"Neural Engineering, BS"
MATH 221,"Calculus I (MATH 220 may be substituted, with four of the five credit hours applying toward the degree. MATH 220 is appropriate for students with no background in calculus.)",4,"Neural Engineering, BS"
MATH 231,Calculus II,3,"Neural Engineering, BS"
MATH 241,Calculus III,4,"Neural Engineering, BS"
MATH 285,Intro Differential Equations,3,"Neural Engineering, BS"
PHYS 211,University Physics: Mechanics,4,"Neural Engineering, BS"
PHYS 212,University Physics: Elec & Mag,4,"Neural Engineering, BS"
BIOE 205,Signals & Systems in Bioengrg,3,"Neural Engineering, BS"
BIOE 210,Linear Algebra for Biomedical Data Science,3,"Neural Engineering, BS"
BIOE 310,Computational Tools for Biological Data,3,"Neural Engineering, BS"
NE 100,Introduction to Neural Engineering,2,"Neural Engineering, BS"
NE 330,Neuroscience for Engineers,3,"Neural Engineering, BS"
NE 402,Neural Engineering Senior Design,4,"Neural Engineering, BS"
NE 412,Neural Data Analysis,3,"Neural Engineering, BS"
NE 422,Introduction to Neuroimaging,3,"Neural Engineering, BS"
NE 430,Neural Cell and Tissue Engineering,3,"Neural Engineering, BS"
NE 431,Neural Cell & Tissue Engineering Lab,4,"Neural Engineering, BS"
ECE/NE 410,Neural Circuits and Systems,3,"Neural Engineering, BS"
ECE 421/NE 420,Neural Interface Engineering,3,"Neural Engineering, BS"
CS 101,Intro Computing: Engrg & Sci (CS 124 may be taken instead of CS 101.),3,"Neural Engineering, BS"
MCB 150,Molec & Cellular Basis of Life,4,"Neural Engineering, BS"
MCB 250,Molecular Genetics,3,"Neural Engineering, BS"
MCB 252,"Cells, Tissues & Development",3,"Neural Engineering, BS"
PSYC 100,Intro Psych,4,"Neural Engineering, BS"
BIOE 420,Intro Bio Control Systems,,"Neural Engineering, BS"
BIOE 430,Intro Synthetic Biology,,"Neural Engineering, BS"
BIOE 434,Immunoengineering,,"Neural Engineering, BS"
BIOE 450,Introduction to Quantitative Pharmacology,,"Neural Engineering, BS"
BIOE 460,Gene Editing Lab,,"Neural Engineering, BS"
BIOE 476,Tissue Engineering,,"Neural Engineering, BS"
BIOE 483,Biomedical Computed Imaging Systems,,"Neural Engineering, BS"
BIOE 484,Statistical Analysis of Biomedical Images,,"Neural Engineering, BS"
BIOE 485,Computational Mathematics for Machine Learning and Imaging,,"Neural Engineering, BS"
BIOE 486,Applied Deep Learning for Biomedical Imaging,,"Neural Engineering, BS"
BIOE 487,Stem Cell Bioengineering,,"Neural Engineering, BS"
BIOE 488,Applied High-Performance Computing for Imaging Science,,"Neural Engineering, BS"
BIOE 489,"Regulations, Ethics and Logistics in Biomedical Applications of Machine Learning",,"Neural Engineering, BS"
BIOE 498,Special Topics (Soft Robotics),,"Neural Engineering, BS"
ECE 416,Biosensors,,"Neural Engineering, BS"
ECE 442,Silicon Photonics,,"Neural Engineering, BS"
ECE 459,Communications Systems,,"Neural Engineering, BS"
ECE 460,Optical Imaging,,"Neural Engineering, BS"
ECE 461,Digital Communications,,"Neural Engineering, BS"
ECE 467,Biophotonics,,"Neural Engineering, BS"
ECE 470,Introduction to Robotics,,"Neural Engineering, BS"
ECE 480,Magnetic Resonance Imaging,,"Neural Engineering, BS"
ME 483,Mechanobiology,,"Neural Engineering, BS"
PSYC 210,Behavioral Neuroscience,,"Neural Engineering, BS"
PSYC 404,Cognitive Neuroscience,,"Neural Engineering, BS"
PHYS 475,Introduction to Biophysics,,"Neural Engineering, BS"
ENG 100,Grainger Engineering Orientation Seminar (External transfer students take ENG 300.),1,"Nuclear, Plasma, & Radiological Engineering, BS"
NPRE 100,Orientation to NPRE,1,"Nuclear, Plasma, & Radiological Engineering, BS"
ECON 102,Microeconomic Principles,3,"Nuclear, Plasma, & Radiological Engineering, BS"
CHEM 102,General Chemistry I,3,"Nuclear, Plasma, & Radiological Engineering, BS"
CHEM 103,General Chemistry Lab I,1,"Nuclear, Plasma, & Radiological Engineering, BS"
MATH 221,Calculus I (MATH 220 may be substituted.  MATH 220 is appropriate for students with no background in calculus.  4 of 5 credit hours count towards degree.),4,"Nuclear, Plasma, & Radiological Engineering, BS"
MATH 231,Calculus II,3,"Nuclear, Plasma, & Radiological Engineering, BS"
MATH 241,Calculus III,4,"Nuclear, Plasma, & Radiological Engineering, BS"
MATH 257,Linear Algebra with Computational Applications,3,"Nuclear, Plasma, & Radiological Engineering, BS"
MATH 285,Intro Differential Equations,3,"Nuclear, Plasma, & Radiological Engineering, BS"
PHYS 211,University Physics: Mechanics,4,"Nuclear, Plasma, & Radiological Engineering, BS"
PHYS 212,University Physics: Elec & Mag,4,"Nuclear, Plasma, & Radiological Engineering, BS"
CS 101,Intro Computing: Engrg & Sci (CS 124 may be taken instead of CS 101.),3,"Nuclear, Plasma, & Radiological Engineering, BS"
ECE 205,Electrical and Electronic Circuits,3,"Nuclear, Plasma, & Radiological Engineering, BS"
ME 200,Thermodynamics,3,"Nuclear, Plasma, & Radiological Engineering, BS"
ME 310,Fundamentals of Fluid Dynamics,4,"Nuclear, Plasma, & Radiological Engineering, BS"
NPRE 200,"Mathematics for Nuclear, Plasma, and Radiological Engineering",2,"Nuclear, Plasma, & Radiological Engineering, BS"
NPRE 247,Modeling Nuclear Energy System,3,"Nuclear, Plasma, & Radiological Engineering, BS"
NPRE 321,Introduction to Plasmas and Applications,3,"Nuclear, Plasma, & Radiological Engineering, BS"
NPRE 330,Materials in Nuclear Engineering,3,"Nuclear, Plasma, & Radiological Engineering, BS"
NPRE 349,Introduction to NPRE Heat Transfer,2,"Nuclear, Plasma, & Radiological Engineering, BS"
NPRE 441,Radiation Protection,4,"Nuclear, Plasma, & Radiological Engineering, BS"
NPRE 445,Interaction of Radiation with Matter,4,"Nuclear, Plasma, & Radiological Engineering, BS"
NPRE 449,Nuclear Systems Engineering and Design,3,"Nuclear, Plasma, & Radiological Engineering, BS"
NPRE 451,NPRE Laboratory,3,"Nuclear, Plasma, & Radiological Engineering, BS"
NPRE 455,Neutron Diffusion & Transport,4,"Nuclear, Plasma, & Radiological Engineering, BS"
NPRE 458,Design in NPRE,4,"Nuclear, Plasma, & Radiological Engineering, BS"
TAM 210,Introduction to Statics (TAM 211 may be taken instead of TAM 210.  The extra hour may be applied towards the Professional Concentration Area electives.),2,"Nuclear, Plasma, & Radiological Engineering, BS"
TAM 212,Introductory Dynamics (PHYS 325 may be taken instead of TAM 212 for students pursuing the PHYS minor.),3,"Nuclear, Plasma, & Radiological Engineering, BS"
RHET 105& CMN 101,Writing and Researchand Public Speaking,,"Nutrition and Health, BS"
